STU_ID,X1SEX,X1SCIEFF,X1MTHEFF,X1SES,P2REPEATGK,P2REPEATG1,P2REPEATG2,P2REPEATG3,P2REPEATG4,P2REPEATG5,P2REPEATG6,P2REPEATG7,P2REPEATG8,P2REPEATG9,P2REPEATG10,X1TXMTH,X2MEFFORT,X2SEFFORT,X3HSCOMPSTAT
10976,1,0.69,0.1,-1.3419,0,0,0,0,0,0,0,0,0,0,0,-1.4637,0.17,-0.79,4
10977,1,-1.74,-1.41,-0.0098,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.4204,-8,-8,1
10978,2,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,1.18,1.1,1
10979,1,0.25,1.62,0.7605,0,0,0,0,0,0,0,0,0,0,0,1.6738,0.54,1.1,1
10980,1,-2.91,1.62,-0.974,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-2.0547,-1.46,-9,1
10981,1,-0.18,1.62,-0.0698,0,0,0,0,0,0,0,0,0,0,0,-0.3176,0.52,-0.88,1
10982,1,-0.91,-1.41,1.4717,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.8061,-0.53,0.44,1
10983,2,-0.91,-1.41,1.3683,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.4766,-8,-8,1
10984,2,-0.16,-0.3,1.1363,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.8701,-0.12,-0.8,1
10985,2,-1.33,0.1,-0.3841,0,0,0,0,0,0,0,0,0,0,0,0.1534,-1.11,-1.74,1
10986,1,-0.48,-2.51,0.4073,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.235,-8,-8,1
10987,1,-7,-7,-1.1008,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.4077,-8,-8,1
10988,2,-1.02,0.1,0.1875,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.7939,-0.77,-0.19,1
10989,1,0.25,1.34,-0.1484,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.7668,-0.81,-1.15,1
10990,2,-7,1.34,-1.1012,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.3619,0.19,-0.17,1
10991,1,1.1,0.95,1.5623,0,0,0,0,0,0,0,0,0,0,0,0.483,0.52,1.1,1
10992,1,0.25,0.38,-0.1505,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.0772,0.17,-0.21,1
10993,1,0.25,0.1,-0.6394,0,0,0,0,0,0,0,0,0,0,0,0.0866,0.52,0.44,1
10994,2,-7,-1,-1.46,0,0,0,0,0,0,0,0,0,0,0,-0.4292,1.18,-7,1
10995,1,-1.63,-0.17,-0.0931,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.0924,-7,-7,3
10996,1,0.25,0.1,0.1295,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.4233,-8,-8,5
10997,2,0.38,-0.17,2.0492,0,0,0,0,0,0,0,0,0,0,0,0.2048,0.83,0.14,1
10998,2,1.83,0.94,-0.4434,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.0339,1.18,-7,1
10999,1,1.53,-0.17,-0.4813,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.1601,0.52,0.44,1
11000,1,-1.62,-0.56,-0.4638,0,0,0,0,0,0,0,0,0,0,0,0.8879,-7,0.46,1
11001,1,1.1,0.1,-0.1784,0,0,0,0,0,0,0,0,0,0,0,0.7313,0.52,-7,1
11002,2,1.53,0.95,0.1845,0,0,0,0,0,0,0,0,0,0,0,0.5533,-9,0.8,1
11003,1,-9,-9,0.3815,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.1162,-8,-8,5
11004,2,-0.61,-0.73,-0.8725,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1.8146,-9,-7,1
11005,2,-7,-1.41,-1.429,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.0185,0.19,-7,1
11006,1,-7,0.1,-0.7463,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.6067,-8,-8,5
11007,2,0.25,-1.24,0.3009,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.0295,-8,-8,1
11008,2,-0.05,0.55,-0.0996,0,0,0,0,0,0,0,0,0,0,0,1.1747,0.85,-0.15,1
11009,1,0.67,0.78,-0.2917,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.1361,0.85,0.13,1
11010,2,-0.59,-2.92,0.2592,0,0,0,0,0,0,0,0,0,0,0,-0.3385,0.85,0.44,1
11012,2,-0.58,-0.01,-0.6665,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.7343,-0.22,-7,2
11013,2,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,0.54,-7,1
11014,2,0.81,-0.17,-0.5934,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.2583,-9,-7,1
11015,1,-0.91,-7,-0.4348,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.1178,-7,1.1,1
11017,1,0.25,1.34,0.0435,0,0,0,0,0,0,0,0,0,0,0,0.6091,0.52,0.76,1
11018,1,-0.48,-9,-0.076,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1.2181,-0.82,-0.86,5
11019,1,0.25,-0.17,0.7585,0,0,0,0,0,0,0,0,0,0,0,0.0591,0.24,1.1,1
11020,2,-0.05,0.1,-0.2606,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.4591,1.18,0.76,1
11021,2,-7,-0.3,-0.7664,0,0,0,0,0,0,0,0,0,0,0,-1.864,0.5,-9,1
11022,2,1,0.1,0.1058,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1.6232,1.18,-1.77,1
11025,2,-0.05,-9,-1.2268,0,0,0,0,0,0,0,0,0,0,0,-0.7883,0.21,0.48,1
11026,2,-1.88,-2.92,-1.2142,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1.8435,-7,-7,1
11027,1,0.25,0.1,0.1187,0,0,0,0,0,0,0,0,0,0,0,1.8584,-0.14,0.76,1
11028,1,-8,-8,-8,0,1,0,0,0,0,0,0,0,0,0,-8,-0.8,-3.41,1
11029,2,1.1,-0.97,0.2833,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.1046,0.54,-9,1
11031,1,-0.05,-1.02,0.2679,0,0,0,0,0,0,0,0,0,0,0,-0.42,-1.5,0.11,1
11032,2,0.25,-1.68,0.9631,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.721,-0.77,-7,1
11033,1,-7,-7,-0.5237,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.1198,-8,-8,4
11034,1,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,-7,-0.17,1
11035,1,-1.33,-7,0.4772,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.8029,-0.14,-0.19,4
11036,2,-0.16,-0.3,0.281,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.0946,0.23,0.48,1
11037,2,-0.78,-0.56,-1.3682,0,0,0,0,0,0,0,0,0,0,0,0.1363,0.21,-0.2,1
11038,1,0.25,-0.17,-0.1112,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.033,-7,-1.48,1
11039,1,-0.89,-0.97,-0.8981,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.8987,-7,-7,1
11040,2,-7,-1.41,-1.222,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.7146,-8,-8,5
11041,2,0.25,1.34,-0.5673,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.2343,-3.09,-0.82,1
11042,1,1.83,1.62,-1.0067,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1.4635,-0.55,-7,1
11043,1,-7,0.1,0.835,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.7744,-8,-8,5
11044,2,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,1.18,1.1,1
11045,2,0.38,-1.73,-0.3268,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.3247,0.21,1.1,1
11046,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.52,0.76,1
11047,1,0.69,0.1,0.4402,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.7906,0.5,-0.18,1
11048,1,-0.05,0.1,-0.1505,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.8792,-0.47,-7,1
11049,1,0.25,1.34,0.1185,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.3174,-7,-7,1
11050,1,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,-0.84,-7,1
11051,2,-9,-9,-0.3528,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1.6438,-8,-8,5
11052,2,1.1,0.55,-0.1516,0,0,0,0,0,0,0,0,0,0,0,0.8855,1.18,1.1,1
11053,2,-1.33,-0.17,0.1045,0,0,0,0,0,0,0,0,0,0,0,0.3668,-8,-8,1
11054,2,-7,-7,-0.6824,0,0,0,1,0,0,0,0,0,0,0,-0.9565,-7,-0.87,5
11055,2,-1.63,-0.3,0.0153,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.5234,-8,-8,5
11056,1,0.25,-7,0.9063,0,0,0,0,0,0,0,0,0,0,0,0.9614,-7,0.77,1
11057,2,-0.16,-7,0.1714,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.8769,0.54,-9,1
11058,2,-7,1.23,-0.128,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.6574,-1.46,-7,1
11059,1,0.69,0.55,-0.1452,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.0519,1.18,0.48,1
11060,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1.18,1.1,5
11061,1,-0.48,-0.17,0.8603,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.0424,0.87,1.1,1
11062,2,0.25,-1,-0.0832,0,0,0,0,0,0,0,0,0,-9,-9,0.9877,0.52,0.79,1
11063,2,1.83,1.62,0.6846,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2.5842,-0.16,0.47,1
11064,2,1.09,1.62,0.7572,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.4079,0.52,0.44,1
11065,1,-7,-0.07,0.2081,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.2256,-2.45,-9,1
11067,1,-7,0.94,0.1969,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.0821,0.21,0.14,1
11068,1,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,-1.87,-0.57,1
11069,2,-9,-0.25,0.2774,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.4727,-8,-8,5
11070,1,1.83,0.51,0.9351,0,0,0,0,0,0,0,0,0,0,0,0.6748,1.18,-7,1
11071,1,0.25,-0.29,0.6861,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.965,0.52,-9,1
11072,1,0.09,-0.46,0.0551,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.3696,-0.14,0.47,1
11074,2,-1.63,-0.3,-0.9226,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.4474,-8,-8,5
11075,2,1.83,1.34,-0.2852,0,0,0,0,0,0,0,0,0,0,0,0.8613,-0.45,-1.15,1
11076,1,-0.05,-0.68,-1.0147,0,0,0,0,0,0,0,0,0,0,0,-1.7502,-7,-7,3
11077,1,0.25,-0.58,0.8071,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.2485,0.52,0.44,4
11078,1,1.83,1.62,-1.0351,0,0,0,0,0,0,0,0,0,0,0,0.9174,1.18,1.1,1
11079,1,-1.33,-0.17,0.557,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.3896,-8,-8,5
11080,2,1.1,-1.82,0.9743,0,0,0,0,0,0,0,0,0,0,0,-1.8715,-0.49,1.1,1
11081,1,0.25,-1,-0.3327,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.0091,-0.45,-7,1
11082,1,-7,0.1,0.4698,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.2815,-0.12,-0.19,1
11083,2,-0.59,0.95,-0.874,0,0,0,0,0,0,0,0,0,0,0,0.571,-0.45,0.08,1
11084,1,0.25,-0.17,1.4754,0,0,0,0,0,0,0,0,0,0,0,-0.5961,-0.18,-7,1
11085,1,0.69,1.34,0.6734,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.6801,1.18,1.1,1
11086,1,0.25,-0.17,-0.3067,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.3684,0.21,0.76,1
11087,1,-7,0.1,1.5335,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.7724,0.21,-0.19,1
11089,2,-0.9,0.94,-1.0486,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.1854,1.18,-7,1
11090,2,-7,-0.17,-0.2876,0,0,0,0,0,0,1,0,0,-4,-4,-0.7751,-7,1.1,4
11091,1,0.25,1.62,0.16,0,0,0,0,0,0,0,0,0,0,0,-0.3433,-1.13,-0.19,1
11092,1,-7,-2.92,0.041,0,0,0,0,0,0,0,0,0,0,0,-0.7292,-3.15,1.1,1
11093,1,-7,0.1,-0.2655,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.0189,-7,0.79,1
11094,1,-7,-1.68,0.2233,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-2.0026,-7,-7,3
11095,2,-0.91,0.1,-0.4388,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.9414,0.85,0.44,1
11096,1,-1.33,-0.17,0.1105,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.8119,-0.84,-0.49,1
11097,1,1.83,0.22,-0.358,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.1845,1.18,1.1,1
11098,2,-0.16,-2.09,0.1556,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.1543,-1.11,-0.49,1
11099,1,0.25,1.62,1.1188,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.4625,-0.14,0.15,1
11100,1,1.83,0.49,0.1314,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.7621,0.85,0.44,1
11101,2,-7,-7,-1.2064,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.0292,-0.09,1.1,1
11102,1,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,0.52,-7,1
11103,1,-7,-1.37,-0.8455,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-2.0479,-7,0.1,3
11104,1,-0.59,0.1,0.21,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.8088,-1.12,-9,1
11105,1,-7,1.17,0.4897,0,0,0,0,0,0,0,0,0,0,0,-1.8339,1.18,1.1,1
11106,2,0.25,1.62,0.6334,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2.0895,0.87,0.79,1
11107,1,0.25,-0.97,-1.245,0,0,0,0,0,0,0,0,0,0,0,0.6373,-7,-0.19,1
11108,1,1.1,0.1,0.2033,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.6756,-7,1.1,1
11109,2,-0.59,-0.17,0.4466,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.0869,0.21,-1.46,1
11110,2,0.25,1.34,0.3854,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.0612,1.18,0.44,1
11111,1,-0.05,1.62,0.197,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.9305,1.18,0.79,1
11112,2,0.68,-0.56,0.7328,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.8397,-1.13,0.79,1
11113,2,-0.46,1.62,1.0286,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.1359,-8,-8,1
11114,1,-7,0.1,1.3734,0,0,0,0,0,0,0,0,0,0,0,1.2173,0.87,1.1,1
11115,2,-1.33,-7,-1.7157,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.0588,-8,-8,5
11116,2,-0.05,-1.41,0.1779,0,0,0,0,0,0,0,0,0,0,0,0.164,-8,-8,1
11117,1,0.25,0.9,0.0169,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1.4216,-8,-8,5
11118,2,0.25,1.21,0.0022,0,0,0,0,0,0,0,0,0,0,0,1.0276,-0.13,1.1,1
11119,2,0.25,1.34,-0.5377,0,0,0,0,0,0,0,0,0,1,0,0.2494,1.18,0.47,1
11120,2,0.25,1.62,1.2487,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.7958,0.24,0.8,1
11121,2,-0.46,0.1,1.2169,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.0468,-9,-9,1
11122,2,-0.05,-0.17,0.1324,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.6013,-7,-0.51,1
11123,1,0.25,1.62,0.3735,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.4335,1.18,1.1,1
11124,1,-8,-8,-8,1,0,0,0,0,0,0,0,0,0,0,-8,0.21,-7,1
11125,2,-7,-7,-0.8455,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.2038,-7,-1.44,1
11126,1,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,-0.16,-0.55,1
11127,1,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,-2.11,-7,1
11128,1,-7,-0.3,0.2329,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.8268,-8,-8,1
11129,1,-0.17,-0.29,-0.4653,0,0,0,0,0,0,0,0,0,0,0,1.4486,-0.14,0.15,1
11130,2,1.83,1.34,0.2836,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.7732,-0.49,0.43,1
11131,2,1.4,0.1,-0.482,0,0,0,0,0,0,0,0,0,0,0,-0.1843,0.87,-0.19,1
11132,2,-0.05,-1.41,1.8772,0,0,0,0,0,0,0,0,0,0,0,1.0918,0.19,-1.15,1
11133,2,-7,0.1,-0.9289,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.3728,1.18,-9,2
11134,1,1.83,-9,-0.4024,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1.0086,-8,-8,5
11135,1,-1.33,-1.41,-1.102,0,0,0,0,0,0,0,0,0,0,0,-1.5192,-7,-7,5
11136,2,-1.33,1.62,-0.2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.5262,0.87,0.8,1
11137,2,-1.33,1.62,-0.7751,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.7817,0.87,-9,5
11138,1,1.83,1.62,0.6899,0,0,0,0,0,0,0,0,0,0,0,1.4586,1.18,1.1,1
11139,2,0.25,1.62,1.1188,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.8977,0.85,-0.19,1
11140,2,-7,0.22,-0.4867,0,0,0,1,0,0,0,0,0,0,0,-0.6426,-7,0.44,1
11141,1,-7,-7,0.1505,0,0,0,0,0,0,0,0,0,0,0,-0.1436,1.18,-7,1
11142,1,0.25,-1.02,-0.8852,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.9678,-1.13,-7,1
11143,2,0.25,-9,-0.1777,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.1221,1.18,1.1,1
11144,1,0.25,-1.85,-0.5072,0,0,0,0,0,1,0,0,0,0,1,-0.4331,-1.1,-1.78,2
11145,2,1.53,1.62,1.2559,0,0,0,0,0,0,0,0,0,0,0,1.642,0.85,0.8,1
11146,2,-0.05,-0.17,-0.5465,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.3138,0.54,0.15,1
11148,1,-7,-0.17,-0.4879,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.447,-9,-7,1
11149,1,-0.03,-0.17,-1.2268,0,0,0,0,0,0,0,0,0,0,0,-0.0918,-7,-0.83,1
11150,1,-1.33,0.1,0.2788,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.0934,0.54,0.12,1
11151,1,0.25,0.1,0.466,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.832,0.21,0.79,1
11152,1,-7,0.1,1.2373,0,0,0,0,0,0,0,0,0,0,0,0.3743,-8,-8,1
11153,1,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,-9,-9,4
11154,2,-0.05,-1,-0.7901,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.4928,1.18,1.1,3
11155,2,0.25,0.1,0.4885,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.2983,-8,-8,5
11156,1,1.83,0.1,0.9113,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.2874,-0.47,-1.18,1
11157,2,1,0.1,-0.2033,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.9217,1.18,1.1,1
11158,2,0.25,-0.17,0.5758,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.8803,0.21,-0.49,1
11159,2,0.67,-0.3,-1.1012,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.6014,-0.14,-1.49,1
11160,1,0.8,-0.17,1.8848,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.0029,0.21,0.48,1
11161,1,-7,-7,0.8618,0,0,0,0,0,0,0,0,0,0,0,1.2083,-0.07,1.1,1
11162,2,1.53,0.55,0.8066,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.9093,1.18,1.1,1
11163,1,-9,0.1,-0.1199,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.6039,1.18,0.44,1
11164,2,0.25,1.62,1.0871,0,0,0,0,0,0,0,0,0,0,0,1.4147,0.87,1.1,1
11165,2,-7,-0.75,-1.1291,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.7034,-0.43,-7,1
11166,1,1.42,1.21,0.1767,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.356,-2.12,-0.44,1
11167,2,-0.05,-0.58,0.6768,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.4529,-1.46,-7,1
11168,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.2,-1.14,1
11169,2,-1.33,0.1,-0.1473,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.5671,-7,-7,5
11170,1,-7,-0.56,-0.3091,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1.3888,-7,-0.21,1
11172,1,-7,0.51,0.3377,0,0,0,0,0,0,0,0,0,0,0,1.5493,-0.14,-7,1
11174,2,-1.02,-1.82,-0.2123,0,0,0,0,0,0,0,0,0,0,0,1.3825,-0.47,-0.8,1
11175,1,-0.61,1.62,-0.3254,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.9424,-2.45,-0.19,1
11176,2,-0.17,-1.41,-0.139,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.5118,-0.76,-1.48,1
11177,1,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,-0.84,-2.14,1
11178,1,1.12,-9,0.0581,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.2305,-8,-8,3
11179,1,-0.51,-1.41,0.2825,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.8312,-2.14,-3.13,1
11180,2,-0.48,-0.17,-0.6119,0,0,0,0,0,0,0,0,0,0,0,-0.9636,0.21,0.42,1
11181,2,-7,-7,-0.4542,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.196,0.52,0.42,5
11182,1,1.83,0.51,-0.3664,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.7809,-2.42,-1.48,1
11184,1,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,-2.1,0.76,4
11185,2,0.69,-0.58,0.895,0,0,0,0,0,0,0,0,0,0,0,0.3281,-7,-0.19,1
11186,2,-0.48,-0.17,0.7183,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.0613,-0.84,1.1,1
11187,2,1.22,-0.44,0.0027,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.0415,-1.06,-0.53,1
11188,2,-1.23,-0.95,-1.2626,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.7988,-1.06,0.11,1
11189,2,-1.33,-0.97,0.7743,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.1282,-8,-8,5
11190,1,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,0.52,0.76,1
11191,1,-1.33,0.1,0.2353,0,0,0,0,0,0,0,0,0,0,0,0.5103,-0.82,-0.84,1
11192,1,-0.77,-0.17,0.8722,0,0,0,0,0,0,0,0,0,0,0,0.557,-1.47,-0.86,1
11193,1,-7,-7,-0.561,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.8405,-8,-8,2
11194,1,-2.91,0.1,0.6725,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.6898,-0.12,-0.15,1
11195,2,1.1,-0.56,-0.2091,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.7643,0.54,0.79,5
11196,2,0.81,0.55,-0.5007,0,0,0,0,0,0,0,0,0,0,0,0.0895,0.85,-0.17,1
11197,2,-0.17,1.62,-0.1942,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.5469,-7,0.79,1
11198,1,-0.9,0.1,-0.3188,0,0,0,0,0,0,0,0,0,0,0,1.2077,-7,-7,1
11199,2,-7,-7,-0.1905,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.426,-8,-8,4
11200,1,-7,-9,0.3072,0,0,0,0,0,0,0,0,0,0,0,1.0167,-7,0.8,1
11201,1,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,1.18,1.1,1
11202,1,1.09,0.1,0.3822,0,0,0,0,0,0,0,0,0,0,0,0.0805,-7,-0.19,1
11203,1,1,1.62,0.0466,0,0,0,0,0,0,0,0,0,0,0,-0.0081,0.52,0.1,1
11204,2,0.36,-0.17,-0.3684,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.0882,0.5,0.48,5
11205,2,1.12,-7,-0.8649,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.0978,-7,-7,1
11206,2,0.25,0.1,-0.3714,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.3204,-0.11,0.13,1
11209,1,-0.05,-0.17,0.7434,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.1405,0.85,0.17,1
