STU_ID,X1SEX,X1SCIEFF,X1MTHEFF,X1SES,P2REPEATGK,P2REPEATG1,P2REPEATG2,P2REPEATG3,P2REPEATG4,P2REPEATG5,P2REPEATG6,P2REPEATG7,P2REPEATG8,P2REPEATG9,P2REPEATG10,X1TXMTH,X2MEFFORT,X2SEFFORT,X3HSCOMPSTAT
10001,1,1.1,0.95,1.5644,0,0,0,0,0,0,0,0,0,0,0,0.8304,0.85,0.44,1
10002,2,0.69,0.55,-0.3699,0,0,0,0,0,0,0,0,0,0,0,-0.2956,0.54,0.48,1
10003,2,-0.05,0.68,1.2741,0,0,0,0,0,0,0,0,0,0,0,1.2997,0.54,-0.13,1
10004,2,0.25,0.1,0.5498,0,0,0,0,0,0,0,0,0,0,0,-0.1427,-8,-8,1
10005,1,0.25,0.1,0.1495,0,0,0,0,0,0,0,0,0,0,0,1.1405,-9,-7,1
10006,2,-7,1.23,1.0639,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.7106,-7,-9,1
10007,2,-1.74,0.1,-0.43,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.1208,-2.12,0.15,1
10008,1,0.25,-1.41,1.5144,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.3732,-7,-7,1
10009,1,0.25,-7,-0.3103,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.2348,-1.15,-7,1
10010,2,-0.91,1.62,0.0451,0,0,0,0,0,0,0,0,0,0,0,1.2569,0.87,-7,1
10011,1,-7,1.34,1.2058,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.5539,-9,-7,1
10012,2,1.83,0.51,2.4996,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.631,-0.45,0.43,1
10013,1,1.1,1.62,2.5668,0,0,0,0,0,0,0,0,0,0,0,1.5328,0.87,0.79,1
10014,2,-7,-7,-0.8837,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1.7601,-8,-8,3
10015,2,0.38,-7,0.9973,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.2554,-7,-7,1
10016,2,0.25,0.1,0.0686,0,0,0,0,0,0,0,0,0,0,0,1.2165,-9,0.48,1
10018,1,0.67,0.1,1.3989,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.2745,-0.49,-7,1
10019,1,1.42,1.62,-0.0106,0,0,0,0,0,0,0,0,0,0,0,0.3026,0.21,-1.47,1
10020,1,-0.05,-0.97,-0.2746,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.2202,-0.44,0.48,1
10021,1,-0.05,0.49,0.4235,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.3274,0.87,-9,1
10022,1,-0.61,0.78,1.4372,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.6912,-0.14,0.47,1
10024,1,-0.05,-0.17,0.1402,0,0,0,0,0,0,0,0,0,0,0,0.5286,0.19,0.43,1
10025,1,-0.9,0.1,-0.1901,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.2501,-7,-7,3
10026,2,-0.89,0.16,1.1142,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.5551,1.18,1.1,1
10027,2,-7,-7,0.0887,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.3108,-0.78,-0.49,1
10028,1,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,0.15,-7,1
10029,1,-1.02,-1.41,-0.8297,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1.5235,-8,-8,1
10030,2,-0.05,-0.17,1.5809,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.9315,-0.14,1.1,1
10031,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1.78,-7,5
10033,2,-7,-7,-0.6008,0,0,0,0,0,0,0,0,0,1,1,-2.1011,-8,-8,5
10034,2,-2.05,-1.68,-0.0409,0,0,0,0,0,0,0,0,0,1,1,-0.6157,-7,-7,3
10035,1,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,-0.16,-7,5
10036,2,-7,0.27,0.1493,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.5674,0.54,0.8,1
10037,2,-7,0.1,0.5238,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.1592,-7,0.79,1
10038,1,-0.9,-0.3,1.0472,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.6506,-7,-7,1
10039,2,-0.59,1.62,0.6753,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.4296,0.19,-0.5,1
10040,1,-7,0.1,-0.082,0,0,0,0,0,0,0,0,0,0,0,-1.9877,-8,-8,1
10041,2,-7,-7,-0.7046,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.6566,-7,-7,1
10042,1,0.67,-2.92,-0.0821,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.3717,-8,-8,5
10043,2,0.25,-0.56,-0.3642,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.3672,-7,-7,1
10044,1,-0.59,1.62,1.3291,0,0,0,0,0,0,0,0,0,0,0,1.5791,0.19,0.15,1
10045,2,-0.17,-0.61,-0.2739,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.5388,-7,-7,2
10046,2,-0.48,0.1,-0.1707,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-0.3139,-1.13,-1.14,1
10047,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.52,-1.18,5
10048,2,-0.05,0.27,-0.2888,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.2276,-0.79,-0.83,1
10049,2,1.83,1.62,0.3972,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.1372,0.87,0.18,1
10050,2,-0.16,1.62,-1.1012,0,0,0,0,0,0,0,0,0,0,0,-1.8328,1.18,0.44,1
10052,2,-0.77,-9,-0.5433,0,0,0,0,0,0,0,0,0,0,0,-1.178,-0.13,-7,1
10053,1,-0.05,-0.17,0.9842,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.3907,-8,-8,1
10054,2,-0.05,-0.58,-0.2606,0,0,0,0,0,0,0,0,0,0,0,-0.1875,-0.14,0.13,1
10055,1,0.25,1.62,1.4132,0,0,0,0,0,0,0,0,0,0,0,1.7811,0.48,1.1,1
10056,2,0.25,0.1,-0.7901,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.5843,0.54,-0.51,1
10057,2,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,-3.13,-3.44,1
10058,2,-0.91,-0.29,0.5511,0,0,0,0,0,0,0,0,0,0,0,0.4053,-1.07,0.8,1
10059,1,-8,-8,-8,1,0,0,0,0,0,0,0,0,0,0,-8,-7,1.1,1
10060,1,1.83,1.34,-0.0058,0,0,0,0,0,0,0,0,0,0,0,0.4189,-1.19,0.79,1
10061,1,0.25,0.1,1.165,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1.3177,-8,-8,1
10062,1,0.25,0.1,-0.7022,0,0,0,0,0,0,0,0,0,0,0,-0.2129,0.23,1.1,1
10063,1,0.69,-1.41,-0.6763,0,0,0,0,0,0,0,0,0,0,0,-0.0844,0.21,1.1,1
10064,2,0.25,0.94,-0.1112,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.0382,-7,0.15,1
10065,2,-0.89,-1.14,-0.5381,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.4723,-0.82,-9,1
10066,1,-0.59,-1.02,-0.3694,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.6828,-1.46,-7,1
10067,1,0.25,0.1,-1.7526,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1.4436,-0.14,-0.17,1
10068,2,-0.05,0.95,-0.0872,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.0439,0.54,-7,1
10069,1,0.56,-1.02,1.6587,0,0,0,0,0,0,0,0,0,0,0,0.3935,0.85,0.44,1
10070,1,1.1,-9,2.0218,1,0,0,0,0,0,0,0,0,0,0,1.0047,0.15,0.77,1
10071,2,-1.33,-1.41,-0.2749,0,0,0,0,0,0,0,0,0,0,0,-0.2162,-1.46,-0.81,1
10072,2,-0.48,-0.17,-0.0998,1,0,0,0,0,0,0,0,0,0,0,-0.72,0.85,0.44,1
10074,2,-1.33,-0.75,-0.2813,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.1367,-9,-7,5
10075,2,-7,-0.17,-0.231,0,0,0,0,0,0,0,1,0,0,0,-0.1134,-1.09,0.14,1
10076,1,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,-7,-7,5
10077,2,-7,0.55,-0.5803,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.3129,-9,-1.11,1
10078,1,1.1,1.34,2.1586,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2.1942,-0.12,0.79,1
10079,2,0.25,-0.17,0.0865,0,0,0,0,0,0,0,0,0,0,0,1.0292,-3.45,-7,1
10080,2,-2.07,-0.58,0.2028,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.1682,-9,-9,1
10081,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.85,1.1,1
10082,1,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8,-4.1,-7,5
10084,1,-0.05,0.1,0.0884,0,0,0,0,0,0,0,0,0,0,0,1.5706,0.19,-7,1
10085,1,0.25,-0.58,-0.2902,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.5318,0.85,-9,1
10086,2,-0.05,-0.17,-0.0996,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.2297,0.87,0.44,1
10087,1,-0.05,1.34,-0.9782,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.4876,0.54,-7,1
10088,2,-7,0.55,0.3647,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.0978,0.85,1.1,1
10089,1,0.25,-7,0.984,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.0799,-7,-7,1
10090,2,1.42,0.22,-0.0322,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.0585,0.54,-7,1
10091,1,-0.89,0.1,-0.7627,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.047,0.19,-0.51,1
10092,1,-7,-7,-0.6288,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2.199,-7,-7,3
10093,1,-7,0.1,-0.1513,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.1184,-9,-7,1
10094,1,-0.48,-0.56,1.7567,0,0,0,0,0,0,0,0,0,0,0,1.2081,-8,-8,1
10095,2,-7,0.94,0.122,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.6374,-7,0.5,1
10096,2,0.25,0.1,-0.3442,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.3454,1.18,-7,1
10097,2,1.1,1.34,0.9349,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.2807,-0.47,0.13,1
10099,2,1.83,0.1,1.4352,0,0,0,0,0,0,0,0,0,0,0,0.1812,0.19,-0.19,1
10100,2,-1.2,-2.48,-0.1266,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.8057,-1.52,-0.8,1
10101,2,-7,0.1,-0.1066,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.8453,-8,-8,5
10102,1,0.28,0.55,0.9312,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.4172,-9,-9,1
10103,1,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,0.17,-0.86,1
10104,1,0.25,0.1,0.034,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.8429,-8,-8,5
10105,2,0.25,0.55,1.0498,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.1893,1.18,1.1,1
10106,1,0.25,0.1,-0.4907,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.6544,0.17,0.46,1
10107,2,0.25,0.1,1.2984,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.454,0.52,0.44,1
10108,2,-0.91,-0.56,-0.4024,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1.2788,0.19,0.11,1
10109,2,0.25,-0.61,0.0876,0,0,0,0,0,0,0,0,0,0,0,-1.2179,0.52,0.76,1
10110,2,-0.89,1.62,0.5598,0,0,0,0,0,0,0,0,0,0,0,1.0541,1.18,1.1,1
10111,1,-7,-1.14,-0.6659,0,0,1,0,0,0,0,0,0,0,0,-1.9442,-7,-9,3
10112,1,1.41,1.21,1.4591,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2.5699,-9,0.79,1
10113,1,0.25,-0.17,-0.8455,0,0,0,0,0,0,0,0,0,0,0,0.356,-7,0.15,1
10114,1,-1.02,0.1,-0.8049,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.5935,-8,-8,1
10115,1,0.25,0.1,-0.0649,0,0,0,0,0,1,0,0,0,0,0,0.7819,-0.14,-0.19,1
10116,1,0.25,0.1,-0.4728,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.7455,-7,-7,1
10117,2,-0.05,-7,0.2802,0,0,0,0,0,0,0,0,0,0,0,0.9406,0.21,0.15,1
10118,1,0.25,0.1,0.215,0,0,0,1,0,0,0,0,0,0,0,-0.0885,0.52,0.44,1
10119,1,-9,-1.41,-1.0862,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.2019,-9,-9,1
10120,1,-0.05,0.55,-0.7924,0,0,0,0,0,0,0,1,0,0,0,-0.2951,0.85,-7,1
10121,1,1.83,0.1,-0.7549,0,0,0,0,0,0,0,0,0,0,0,-1.5851,1.18,-7,1
10122,2,-7,1.62,0.2871,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.5369,1.18,0.79,1
10123,1,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,0.85,1.1,1
10124,2,0.69,0.1,0.3555,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-0.1491,0.87,1.1,1
10126,1,-9,-0.69,0.3709,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1.6417,-1.09,1.1,3
10127,2,0.25,-0.41,-0.4293,0,0,0,0,0,0,0,0,0,0,0,-0.1159,-7,0.8,1
10128,1,-9,-7,0.2533,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.1525,-0.49,-0.19,1
10129,1,0.25,0.1,0.2807,0,0,0,0,0,0,0,0,0,0,0,1.9674,0.17,-7,1
10130,2,-1.74,-0.97,-0.7751,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.999,0.85,1.1,1
10131,1,1.09,1.62,0.5592,0,0,0,0,0,0,0,0,0,0,0,2.3919,0.2,1.1,1
10132,2,-0.05,-0.17,0.3202,0,0,0,0,0,0,0,0,0,0,0,0.6435,-0.49,-1.14,1
10133,1,-0.17,0.1,-1.1259,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.6907,-8,-8,2
10135,1,-0.16,-0.17,0.2157,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.2666,-8,-8,5
10136,2,-0.9,-0.17,-0.2589,0,0,0,0,0,0,0,0,0,0,0,-1.1072,-2.41,-2.74,2
10137,1,-7,-0.17,-0.4726,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.4609,-7,-1.47,1
10138,1,-0.05,0.1,-0.1636,0,0,0,0,0,0,0,0,0,0,0,-0.3434,0.21,-9,1
10139,1,-1.33,0.1,-0.0593,1,0,0,0,0,0,0,0,0,1,0,0.0256,-2.1,-9,3
10140,2,0.25,0.1,-0.6665,0,0,0,0,0,0,0,0,0,0,0,-0.223,0.17,-1.48,5
10141,1,0.38,-2.04,-0.6333,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.3824,0.2,0.47,3
10142,1,-9,0.02,-0.9297,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.5552,-7,-7,5
10143,1,-7,-7,1.0303,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.9665,0.54,-1.46,1
10145,1,-7,-7,0.0676,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.3298,0.19,0.15,1
10146,2,-0.17,0.1,0.1079,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.9849,-0.14,-1.15,1
10147,1,-1.33,1.62,-0.2751,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.5343,-7,-7,2
10148,1,-0.46,-9,-0.7937,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.7367,-8,-8,5
10149,1,0.25,0.1,0.101,0,0,0,0,0,0,0,0,0,0,0,-0.1236,-0.47,0.15,1
10150,1,-0.89,0.1,0.5366,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.1742,-0.11,0.44,1
10151,2,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8,-9,-9,5
10153,1,0.69,0.1,1.1111,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.8168,0.54,0.47,1
10154,1,0.25,0.82,0.2565,0,0,0,0,0,0,0,0,0,0,0,0.7749,1.18,-1.13,1
10155,1,0.25,0.95,-0.9271,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.3227,0.52,-0.16,1
10156,1,-7,-0.73,1.9004,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.2208,-7,0.45,1
10158,1,0.25,0.1,0.9834,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.2716,1.18,1.1,1
10159,2,-7,-7,0.0489,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.6821,-0.76,0.14,5
10160,2,-7,-7,0.1032,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.0762,0.85,1.1,1
10161,1,1.53,0.1,-0.8837,0,0,0,0,0,0,0,0,0,0,0,-0.181,0.15,-7,1
10162,1,0.25,0.51,-0.9416,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.3413,-0.16,-0.52,1
10163,1,0.25,-0.69,-0.0505,0,0,0,0,0,0,0,0,0,0,0,1.6995,-1.11,-0.49,1
10164,1,0.25,0.1,1.8024,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.0322,0.19,0.14,1
10165,1,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,0.52,0.8,1
10166,1,1.83,1.34,1.0753,0,0,0,0,0,0,0,0,0,0,0,0.988,1.18,1.1,1
10167,1,0.67,-0.56,0.3253,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0.0264,-1.13,-1.49,1
10168,1,-0.17,0.38,0.756,0,0,0,0,0,0,0,0,0,0,0,-0.6958,0.5,-2.77,1
10169,1,0.25,0.1,0.1516,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.1185,-7,0.76,1
10170,1,1.83,-7,0.3952,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1.1869,0.52,0.15,1
10171,2,0.25,-0.17,0.811,0,0,0,0,0,0,0,0,0,0,0,1.5304,1.18,1.1,1
10172,2,-1.33,-0.17,-1.3184,0,0,0,0,0,0,0,0,0,0,0,-0.8464,-2.43,-0.52,1
10173,2,1.1,0.55,2.2775,0,0,0,0,0,0,0,0,0,0,0,1.4129,0.54,-1.13,1
10175,1,1.83,1.21,0.1268,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.0383,-0.12,-0.52,1
10176,2,0.25,0.1,-0.487,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.6322,-0.53,-9,1
10177,1,-7,-9,0.0301,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.7847,-8,-8,5
10178,2,1.83,-0.17,0.4133,0,0,0,0,0,0,0,0,0,0,0,1.787,-1.14,-0.19,1
10179,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.17,0.11,1
10180,2,-0.89,-0.56,0.9223,0,0,0,0,0,0,0,0,0,0,0,0.2468,-8,-8,1
10181,1,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,0.17,-7,5
10182,1,1.4,-0.17,1.3703,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.6248,-8,-8,5
10183,2,-7,1.34,0.1878,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.7865,-2.1,-0.2,1
10184,1,-0.48,-0.56,0.0462,0,0,0,0,0,0,0,0,0,0,0,-0.1368,-1.4,0.79,1
10185,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5
10186,2,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,-0.78,0.11,1
10187,2,-0.89,1.62,0.7085,0,0,0,0,0,0,0,0,0,0,0,-0.0243,0.54,1.1,1
10189,2,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,0.54,0.79,1
10190,1,1.22,0.24,0.1626,0,0,0,0,0,0,0,0,0,0,0,0.4645,0.52,0.1,1
10191,2,0.68,-2.09,-0.281,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.1737,-7,-7,1
10192,1,-7,-0.17,0.0027,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.3262,0.85,0.76,1
10193,2,-0.89,-0.56,1.0269,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.7413,-9,0.15,1
10194,1,0.25,0.1,-0.0327,0,0,0,0,0,0,0,0,0,0,0,0.6389,0.85,0.79,1
10195,1,1.41,0.1,1.0087,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.8136,0.5,0.11,1
10196,2,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,-0.79,-7,1
10197,1,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,0.85,-0.51,1
10199,1,-0.58,-9,0.1172,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.8195,-7,-7,2
10200,1,-1.02,-0.97,-0.1942,0,0,0,0,0,0,0,0,0,0,0,-0.7224,-8,-8,1
10201,2,-7,0.51,-0.29,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1.4036,-1.19,0.76,5
10202,1,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,-0.14,-0.83,1
10203,1,-1.21,0.1,0.0776,0,0,0,0,0,0,0,0,0,0,0,-0.0926,-1.77,-1.48,1
10204,1,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,-0.1,-7,1
10205,2,-0.89,-1.68,0.5788,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.0341,-0.1,0.14,1
10206,2,1.83,1.21,0.6767,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.5791,-0.47,0.44,1
10207,1,-1.33,1.62,-0.4381,0,0,0,0,0,0,0,0,0,0,0,0.0473,1.18,0.76,1
10208,1,-0.46,1.62,-0.2391,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.8512,-7,0.48,1
10209,1,0.25,-0.69,-0.3711,0,0,0,0,0,0,0,0,0,1,0,-1.4407,0.85,1.1,1
10210,1,1.83,1.62,2.0292,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.1213,1.18,1.1,1
10211,2,-0.05,-7,1.0961,0,0,0,0,0,0,0,0,0,0,0,0.4506,-0.45,-7,1
10212,1,1.83,1.62,1.9172,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2.6867,0.85,0.79,1
10213,2,-0.05,0.1,0.879,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.1702,0.54,-1.14,1
10214,1,1.83,1.34,-0.5442,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.0648,1.18,1.1,1
10215,1,-0.36,-1.02,-0.6203,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.0808,-8,-8,5
10216,1,0.25,1.62,0.1295,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.3065,1.18,0.79,1
10217,2,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,-0.45,0.79,1
10218,1,0.25,0.1,-0.1277,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.6707,-0.14,0.11,1
10219,1,-7,-7,0.4431,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.8556,0.21,0.14,1
10220,1,-7,-7,-0.9952,0,0,0,0,0,0,0,0,0,0,0,1.0386,0.21,0.46,1
10221,1,-1.02,1.62,0.1782,0,0,0,0,0,0,0,0,0,0,0,1.1073,-1.87,-4.07,1
10222,1,-0.49,-1.41,-0.5349,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-2.1707,-1.11,-7,5
10223,2,-0.17,0.1,0.2131,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.4098,-7,-1.14,1
10224,1,-7,-7,0.5769,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.5015,1.18,1.1,1
10226,2,0.25,0.1,0.8994,0,0,0,0,0,0,0,0,0,0,0,1.8276,1.18,-1.45,1
10227,2,-0.48,-0.17,0.2531,0,0,0,0,0,0,0,0,0,0,0,0.9546,0.19,1.1,1
10228,2,1.1,1.23,-0.5007,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.9251,0.52,0.8,5
10229,2,1.83,0.1,1.3994,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.2545,-0.14,0.46,1
10230,1,-1.63,0.1,0.7785,0,0,0,0,0,0,0,0,0,0,0,-0.254,-1.15,-0.19,1
10231,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.17,0.48,1
10232,1,0.25,0.1,-1.3419,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.402,-0.18,-1.48,1
10233,1,-7,0.1,1.5235,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.7272,0.85,-7,1
10234,2,-7,0.55,0.8559,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.0541,-7,-7,1
10235,2,0.25,-0.3,-0.2312,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.1856,0.21,0.14,1
10236,1,0.25,-0.29,-0.4813,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.1071,-8,-8,1
10237,1,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,1.18,1.1,1
10238,1,0.25,0.1,0.6733,0,0,0,0,0,0,0,0,0,0,0,2.1218,-7,-7,1
