STU_ID,BYSTLANG,BYENGLSE,BYHOMLNG,BYSTLNG2,BYSES1,BYSES2,BYP50A,BYP50B,BYP50C,BYP50D,BYP50E,BYP50F,BYP50G,BYP50H,F2HSSTAT
192113,1,-2.197,1,4,-0.52,-0.43,-3,-3,-3,-3,-3,-3,-3,-3,1
192114,1,-0.403,1,4,-0.73,-0.73,-4,-4,-4,-4,-4,-4,-4,-4,8
192115,1,0.078,1,4,-0.48,-0.45,-3,-3,-3,-3,-3,-3,-3,-3,1
192116,1,-0.372,1,4,0.33,0.03,-3,-3,-3,-3,-3,-3,-3,-3,1
192118,1,-0.641,1,4,0.84,0.88,-3,-3,-3,-3,-3,-3,-3,-3,1
192119,1,-9,1,4,1.37,1.55,-3,-3,-3,-3,-3,-3,-3,-3,1
192120,1,1.596,1,4,0.61,0.73,-3,-3,-3,-3,-3,-3,-3,-3,1
192121,1,-9,1,4,-0.07,-0.09,0,1,0,0,0,0,0,0,1
192123,1,1.596,1,4,0.3,0.16,-3,-3,-3,-3,-3,-3,-3,-3,3
192124,1,-9,1,4,0.02,-0.17,-7,-7,-7,-7,-7,-7,-7,-7,1
192125,1,-9,1,4,-0.46,-0.34,-7,-7,-7,-7,-7,-7,-7,-7,1
192161,-8,-8,-8,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1
192201,1,1.596,1,4,1.17,1.21,-3,-3,-3,-3,-3,-3,-3,-3,1
192202,0,-0.118,6,2,0.69,0.8,-3,-3,-3,-3,-3,-3,-3,-3,1
192203,1,-9,1,4,1.46,1.64,-3,-3,-3,-3,-3,-3,-3,-3,1
192204,1,-9,1,4,-0.12,0.04,-7,-7,-7,-7,-7,-7,-7,-7,1
192205,1,1.596,1,4,0.14,0.04,-3,-3,-3,-3,-3,-3,-3,-3,1
192206,1,-0.183,1,4,0.47,0.37,-3,-3,-3,-3,-3,-3,-3,-3,1
192207,0,-0.214,5,0,-1.04,-0.93,-3,-3,-3,-3,-3,-3,-3,-3,3
192208,1,-0.214,1,4,0.34,0.33,-3,-3,-3,-3,-3,-3,-3,-3,1
192210,1,0.958,1,4,0.51,0.25,-7,-7,-7,-7,-7,-7,-7,-7,1
192211,0,-9,4,2,0.75,0.63,-7,-7,-7,-7,-7,-7,-7,-7,1
192213,0,1.596,2,2,1.03,1.07,-3,-3,-3,-3,-3,-3,-3,-3,1
192214,0,0.854,5,2,0.64,0.39,-3,-3,-3,-3,-3,-3,-3,-3,1
192215,1,-0.933,1,4,0.19,0,-3,-3,-3,-3,-3,-3,-3,-3,1
192216,1,-0.933,1,4,1.22,1.4,1,0,0,0,0,0,0,0,8
192217,1,-1.944,1,4,-0.14,-0.59,-4,-4,-4,-4,-4,-4,-4,-4,10
193101,1,-0.664,1,4,1.69,1.74,-3,-3,-3,-3,-3,-3,-3,-3,1
193102,1,-0.933,1,4,0.86,1.02,-9,-9,-9,-9,-9,-9,-9,-9,1
193103,0,-9,3,2,0.94,0.85,-4,-4,-4,-4,-4,-4,-4,-4,10
193104,1,-9,1,4,1.72,1.9,1,0,0,1,0,0,0,1,1
193105,-8,-8,-8,2,-8,-8,-4,-4,-4,-4,-4,-4,-4,-4,10
193106,0,-0.933,5,2,-0.04,0.05,-3,-3,-3,-3,-3,-3,-3,-3,1
193107,1,-0.641,1,4,1.72,1.9,-3,-3,-3,-3,-3,-3,-3,-3,1
193108,0,-9,6,0,-1,-0.85,-7,-7,-7,-7,-7,-7,-7,-7,6
193109,0,-0.491,5,2,1,0.93,-3,-3,-3,-3,-3,-3,-3,-3,1
193110,0,-9,4,1,0.72,0.9,-3,-3,-3,-3,-3,-3,-3,-3,1
193111,1,-9,1,4,0.13,-0.3,-7,-7,-7,-7,-7,-7,-7,-7,1
193112,1,-0.745,1,4,0.99,1.1,0,0,0,0,0,0,0,1,1
193114,0,-1.122,6,2,1.63,1.81,-3,-3,-3,-3,-3,-3,-3,-3,10
193115,0,-9,3,2,0.37,0.25,-3,-3,-3,-3,-3,-3,-3,-3,1
193116,1,-9,1,4,-0.52,-0.43,-3,-3,-3,-3,-3,-3,-3,-3,1
193117,0,-0.372,5,0,0.06,0.05,-3,-3,-3,-3,-3,-3,-3,-3,1
193118,1,-9,1,4,0.87,0.89,-3,-3,-3,-3,-3,-3,-3,-3,1
193119,1,-9,1,4,0.97,0.86,-3,-3,-3,-3,-3,-3,-3,-3,10
193120,1,0.688,1,4,1.47,1.66,-3,-3,-3,-3,-3,-3,-3,-3,1
193122,0,-9,5,2,-0.18,-0.18,-7,-7,-7,-7,-7,-7,-7,-7,1
193123,-8,-8,-8,3,-8,-8,-4,-4,-4,-4,-4,-4,-4,-4,1
193124,1,-9,1,4,0.78,0.81,-3,-3,-3,-3,-3,-3,-3,-3,1
193125,1,-0.933,1,4,1.25,1.16,-3,-3,-3,-3,-3,-3,-3,-3,1
193126,0,-0.933,3,2,1.81,1.92,-3,-3,-3,-3,-3,-3,-3,-3,1
193127,0,1.596,5,2,1.31,1.22,-3,-3,-3,-3,-3,-3,-3,-3,1
193128,1,1.304,1,4,0.48,0.47,-3,-3,-3,-3,-3,-3,-3,-3,3
193129,0,-9,5,3,-1.31,-1.28,-7,-7,-7,-7,-7,-7,-7,-7,1
193201,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10
193203,0,0.893,5,2,0.55,0.7,0,0,0,1,0,0,0,0,1
193205,1,-9,1,4,-0.49,-0.49,-3,-3,-3,-3,-3,-3,-3,-3,1
193206,0,-9,3,3,-1.06,-0.93,-3,-3,-3,-3,-3,-3,-3,-3,1
193207,1,0.412,1,4,-0.08,-0.01,-3,-3,-3,-3,-3,-3,-3,-3,2
193208,1,-9,1,4,-1.09,-0.98,-3,-3,-3,-3,-3,-3,-3,-3,1
193209,0,-9,2,3,-0.03,0.12,-4,-4,-4,-4,-4,-4,-4,-4,1
193210,0,-9,2,3,-0.67,-0.58,-3,-3,-3,-3,-3,-3,-3,-3,9
193211,1,-9,1,4,-1.25,-1.15,-9,-9,-9,-9,-9,-9,-9,-9,1
193212,-8,-8,-8,4,-8,-8,1,0,0,0,0,0,0,0,1
193214,1,-9,1,4,-0.41,-0.36,-3,-3,-3,-3,-3,-3,-3,-3,1
193216,1,-9,1,4,0.36,0.27,-7,-7,-7,-7,-7,-7,-7,-7,1
193219,0,-9,3,2,0.98,0.73,-4,-4,-4,-4,-4,-4,-4,-4,1
193220,0,-0.933,2,2,-0.75,-0.76,-3,-3,-3,-3,-3,-3,-3,-3,1
193221,0,-9,2,3,-1.33,-1.29,-3,-3,-3,-3,-3,-3,-3,-3,9
193222,1,-9,1,4,-0.26,-0.2,-3,-3,-3,-3,-3,-3,-3,-3,1
193223,0,-9,2,3,-0.26,-0.17,-4,-4,-4,-4,-4,-4,-4,-4,1
193224,0,1.065,4,2,0.86,0.9,-3,-3,-3,-3,-3,-3,-3,-3,1
193225,1,1.596,1,4,1.27,1.29,-3,-3,-3,-3,-3,-3,-3,-3,1
193227,1,0.885,1,4,0.51,0.52,-3,-3,-3,-3,-3,-3,-3,-3,1
194101,0,-9,5,2,0.16,-0.07,-3,-3,-3,-3,-3,-3,-3,-3,1
194102,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6
194103,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2
194104,-8,-8,-8,4,-8,-8,-7,-7,-7,-7,-7,-7,-7,-7,1
194105,1,-9,1,4,-0.74,-0.73,-4,-4,-4,-4,-4,-4,-4,-4,1
194106,1,1.407,1,4,1.72,1.9,-3,-3,-3,-3,-3,-3,-3,-3,1
194107,1,-9,1,4,0.31,-0.01,-3,-3,-3,-3,-3,-3,-3,-3,1
194108,1,-9,1,4,0.75,0.79,-4,-4,-4,-4,-4,-4,-4,-4,1
194109,1,1.596,1,4,-0.06,-0.06,-3,-3,-3,-3,-3,-3,-3,-3,1
194110,1,-9,1,4,-0.04,0.05,-3,-3,-3,-3,-3,-3,-3,-3,6
194111,0,-1.079,3,3,0.11,0.21,-3,-3,-3,-3,-3,-3,-3,-3,8
194112,1,1.596,1,4,-0.13,-0.3,-7,-7,-7,-7,-7,-7,-7,-7,1
194113,0,-9,5,3,-0.89,-0.89,-3,-3,-3,-3,-3,-3,-3,-3,1
194114,1,-9,1,4,-0.05,0.02,-3,-3,-3,-3,-3,-3,-3,-3,1
194115,1,-9,1,4,0.31,0.42,-3,-3,-3,-3,-3,-3,-3,-3,1
194116,1,-9,1,4,-0.26,-0.02,-3,-3,-3,-3,-3,-3,-3,-3,10
194117,1,-9,1,4,0.82,0.41,-4,-4,-4,-4,-4,-4,-4,-4,1
194118,1,-9,1,4,-0.85,-0.86,-4,-4,-4,-4,-4,-4,-4,-4,9
194119,1,-9,1,4,-0.03,0.05,-3,-3,-3,-3,-3,-3,-3,-3,1
194120,0,-0.214,5,2,0.75,0.81,-7,-7,-7,-7,-7,-7,-7,-7,1
194121,1,-9,1,4,1.04,1.06,-3,-3,-3,-3,-3,-3,-3,-3,1
194123,1,0.893,1,4,0.33,0.04,-7,-7,-7,-7,-7,-7,-7,-7,1
194124,0,0.623,3,2,0.42,0.46,-7,-7,-7,-7,-7,-7,-7,-7,2
194125,1,-9,1,4,0.08,0.23,-7,-7,-7,-7,-7,-7,-7,-7,1
194126,1,-0.222,1,4,-0.7,-0.65,-3,-3,-3,-3,-3,-3,-3,-3,1
194127,1,1.065,1,4,0.07,-0.03,-3,-3,-3,-3,-3,-3,-3,-3,1
194128,1,-9,1,4,0.09,0.24,-3,-3,-3,-3,-3,-3,-3,-3,1
194129,1,-0.852,1,4,0.12,0.12,-7,-7,-7,-7,-7,-7,-7,-7,1
194130,1,-0.933,1,4,0.08,-0.07,-3,-3,-3,-3,-3,-3,-3,-3,1
194131,1,0.143,1,4,-0.19,-0.16,-4,-4,-4,-4,-4,-4,-4,-4,1
194201,1,-0.933,1,4,0.31,0.44,-3,-3,-3,-3,-3,-3,-3,-3,3
194202,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
194203,1,0.062,1,4,1.06,1.19,-3,-3,-3,-3,-3,-3,-3,-3,1
194205,1,0.143,1,4,-0.75,-0.57,-4,-4,-4,-4,-4,-4,-4,-4,1
194206,1,-9,1,4,0.12,0.24,-3,-3,-3,-3,-3,-3,-3,-3,1
194207,1,-0.664,1,4,-1.24,-1.11,-3,-3,-3,-3,-3,-3,-3,-3,6
194210,1,0.331,1,4,0.5,0.39,-3,-3,-3,-3,-3,-3,-3,-3,1
194211,1,1.596,1,4,-0.28,-0.17,-3,-3,-3,-3,-3,-3,-3,-3,1
194212,1,-0.933,1,4,-0.19,-0.08,-4,-4,-4,-4,-4,-4,-4,-4,6
194213,1,1.407,1,4,0.33,0.34,-3,-3,-3,-3,-3,-3,-3,-3,6
194214,1,-9,1,4,0.37,0.35,-3,-3,-3,-3,-3,-3,-3,-3,1
194216,1,-9,1,4,-1.1,-1.07,-4,-4,-4,-4,-4,-4,-4,-4,3
194217,1,-9,1,4,-0.62,-0.62,-3,-3,-3,-3,-3,-3,-3,-3,1
194218,1,-2.197,1,4,0.12,0.24,-3,-3,-3,-3,-3,-3,-3,-3,6
194219,1,1.034,1,4,0,-0.27,-3,-3,-3,-3,-3,-3,-3,-3,1
194221,1,-9,1,4,-1.07,-0.96,-3,-3,-3,-3,-3,-3,-3,-3,1
194222,1,0.331,1,4,-0.06,-0.17,-4,-4,-4,-4,-4,-4,-4,-4,1
194223,1,-9,1,4,-0.56,-0.45,-3,-3,-3,-3,-3,-3,-3,-3,1
194224,1,-9,1,4,0.8,0.83,-3,-3,-3,-3,-3,-3,-3,-3,1
194225,1,-0.933,1,4,0.05,0.14,-4,-4,-4,-4,-4,-4,-4,-4,3
194226,1,-0.933,1,4,0.23,0.13,-3,-3,-3,-3,-3,-3,-3,-3,1
194227,1,-9,1,4,0.45,0.36,-4,-4,-4,-4,-4,-4,-4,-4,3
195101,1,1.146,1,4,0.09,0.09,-3,-3,-3,-3,-3,-3,-3,-3,1
195102,1,-9,1,4,-0.99,-0.84,-3,-3,-3,-3,-3,-3,-3,-3,8
195103,1,-0.475,1,4,0.23,0.34,-4,-4,-4,-4,-4,-4,-4,-4,1
195104,1,0.216,1,4,-0.08,-0.49,-7,-7,-7,-7,-7,-7,-7,-7,6
195105,1,-9,1,4,0.26,0.04,-4,-4,-4,-4,-4,-4,-4,-4,1
195106,1,-9,1,4,-0.74,-0.69,-7,-7,-7,-7,-7,-7,-7,-7,1
195107,1,0.885,1,4,0.63,0.75,-4,-4,-4,-4,-4,-4,-4,-4,1
195108,1,0.189,1,4,-0.92,-1.07,-3,-3,-3,-3,-3,-3,-3,-3,1
195109,-8,-8,-8,4,-8,-8,-3,-3,-3,-3,-3,-3,-3,-3,1
195110,1,-9,1,4,-0.06,-0.08,-3,-3,-3,-3,-3,-3,-3,-3,6
195111,1,0.331,1,4,-1.36,-1.19,-3,-3,-3,-3,-3,-3,-3,-3,1
195112,1,-9,-9,4,-1.33,-1.22,-3,-3,-3,-3,-3,-3,-3,-3,3
195113,1,1.596,1,4,-0.59,-0.6,-3,-3,-3,-3,-3,-3,-3,-3,3
195114,1,0.331,1,4,-0.4,-0.29,-4,-4,-4,-4,-4,-4,-4,-4,1
195115,1,1.146,1,4,-0.62,-0.78,-3,-3,-3,-3,-3,-3,-3,-3,1
195117,1,-9,-9,4,-1.07,-0.96,-3,-3,-3,-3,-3,-3,-3,-3,1
195118,1,-9,1,4,-0.56,-0.49,-3,-3,-3,-3,-3,-3,-3,-3,1
195119,1,-9,1,4,-0.49,-0.49,-7,-7,-7,-7,-7,-7,-7,-7,1
195120,1,1.081,1,4,-1.02,-0.91,-3,-3,-3,-3,-3,-3,-3,-3,1
195121,1,0.331,1,4,0.38,0.44,-3,-3,-3,-3,-3,-3,-3,-3,1
195124,1,-0.933,1,4,-1.45,-1.28,-3,-3,-3,-3,-3,-3,-3,-3,1
195125,1,0.893,1,4,-0.58,-0.75,-3,-3,-3,-3,-3,-3,-3,-3,1
195201,1,-9,1,4,0.87,0.91,-3,-3,-3,-3,-3,-3,-3,-3,1
195204,1,-9,1,4,-1.41,-1.26,-3,-3,-3,-3,-3,-3,-3,-3,1
195205,1,-9,1,4,-0.31,-0.3,-3,-3,-3,-3,-3,-3,-3,-3,1
195206,1,-9,1,4,0.41,0,-3,-3,-3,-3,-3,-3,-3,-3,1
195207,-8,-8,-8,4,-8,-8,-4,-4,-4,-4,-4,-4,-4,-4,2
195208,1,-0.933,1,4,-1.51,-1.37,-3,-3,-3,-3,-3,-3,-3,-3,1
195209,1,-9,1,4,-1.21,-1.16,-3,-3,-3,-3,-3,-3,-3,-3,10
195210,0,-1.048,2,0,-1.86,-1.8,1,1,1,0,0,0,0,0,1
195211,1,-0.672,1,4,0.49,0.61,-3,-3,-3,-3,-3,-3,-3,-3,1
195213,1,-2.197,1,4,-0.06,0.01,-3,-3,-3,-3,-3,-3,-3,-3,3
195215,1,-9,1,4,-1.06,-1.01,-3,-3,-3,-3,-3,-3,-3,-3,9
195216,0,-9,2,0,0.59,0.48,-4,-4,-4,-4,-4,-4,-4,-4,1
195217,1,-9,-9,4,-1.32,-1.18,-3,-3,-3,-3,-3,-3,-3,-3,1
195218,1,-1.944,1,4,-0.26,-0.11,-3,-3,-3,-3,-3,-3,-3,-3,8
195219,1,1.115,1,4,-1.04,-0.97,-4,-4,-4,-4,-4,-4,-4,-4,9
195220,-8,-8,-8,4,-8,-8,1,0,0,0,1,0,0,0,9
195222,1,-9,1,4,1.14,1.32,-3,-3,-3,-3,-3,-3,-3,-3,6
195223,1,-9,1,4,0.41,0.61,-3,-3,-3,-3,-3,-3,-3,-3,1
195224,1,-9,1,4,-0.87,-0.82,-4,-4,-4,-4,-4,-4,-4,-4,9
195225,1,1.407,1,4,0.35,0.35,-3,-3,-3,-3,-3,-3,-3,-3,1
195226,1,-9,1,4,-0.68,-0.65,-4,-4,-4,-4,-4,-4,-4,-4,8
195227,1,-9,1,4,-0.99,-1.14,-3,-3,-3,-3,-3,-3,-3,-3,8
195228,1,-9,1,4,-0.07,-0.23,-3,-3,-3,-3,-3,-3,-3,-3,1
195229,1,1.407,1,4,-0.25,-0.38,-3,-3,-3,-3,-3,-3,-3,-3,1
195230,1,-2.197,1,4,-0.63,-0.54,-3,-3,-3,-3,-3,-3,-3,-3,1
195231,0,-9,-9,2,-0.2,-0.34,1,0,0,0,0,0,0,0,1
195232,1,-9,-9,4,0.17,-0.02,-3,-3,-3,-3,-3,-3,-3,-3,1
195233,1,0.039,1,4,-0.88,-0.77,-3,-3,-3,-3,-3,-3,-3,-3,8
195234,1,-9,1,4,-0.73,-0.62,-3,-3,-3,-3,-3,-3,-3,-3,1
196101,1,-0.641,1,4,0.04,-0.06,-3,-3,-3,-3,-3,-3,-3,-3,1
196102,1,0.331,1,4,1.09,0.97,-3,-3,-3,-3,-3,-3,-3,-3,1
196103,1,0.704,1,4,0.55,0.57,-3,-3,-3,-3,-3,-3,-3,-3,1
196104,1,-0.745,1,4,-0.59,-0.48,-3,-3,-3,-3,-3,-3,-3,-3,1
196105,1,-0.933,1,4,-0.02,-0.02,-4,-4,-4,-4,-4,-4,-4,-4,10
196106,1,0.143,1,4,0.63,0.67,-3,-3,-3,-3,-3,-3,-3,-3,1
196107,1,-0.933,1,4,-0.54,-0.49,-7,-7,-7,-7,-7,-7,-7,-7,3
196109,1,0.143,1,4,0.78,0.76,-7,-7,-7,-7,-7,-7,-7,-7,3
196110,1,0.331,1,4,0.14,0.26,1,0,0,0,0,0,0,0,6
196111,1,1.342,1,4,0.84,0.75,-3,-3,-3,-3,-3,-3,-3,-3,1
196112,0,0.143,4,2,-0.36,-0.3,-1,-1,-1,-1,-1,-1,-1,-1,3
196114,1,-9,1,4,-0.61,-0.52,-3,-3,-3,-3,-3,-3,-3,-3,1
196115,1,0.331,1,4,-0.15,-0.23,-3,-3,-3,-3,-3,-3,-3,-3,1
196116,1,-9,1,4,-0.86,-0.75,-3,-3,-3,-3,-3,-3,-3,-3,6
196117,1,-9,1,4,-0.3,-0.32,-3,-3,-3,-3,-3,-3,-3,-3,6
196118,1,-0.933,1,4,0.86,0.72,-3,-3,-3,-3,-3,-3,-3,-3,1
196121,0,-1.748,5,0,0.18,-0.05,-4,-4,-4,-4,-4,-4,-4,-4,10
196122,1,1.146,1,4,-0.22,-0.14,-4,-4,-4,-4,-4,-4,-4,-4,6
196123,1,1.596,1,4,0.18,0.41,-3,-3,-3,-3,-3,-3,-3,-3,3
196124,1,-0.199,1,4,-0.88,-0.81,-4,-4,-4,-4,-4,-4,-4,-4,9
196125,1,-0.387,1,4,-0.47,-0.49,0,0,0,1,0,0,0,0,3
196201,1,-9,1,4,-0.62,-0.51,-4,-4,-4,-4,-4,-4,-4,-4,9
196202,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
196203,1,-9,1,4,-0.75,-0.67,0,0,0,0,0,0,1,0,6
196204,1,1.596,1,4,-0.34,-0.23,-3,-3,-3,-3,-3,-3,-3,-3,1
196205,1,0.331,1,4,0.16,-0.07,-4,-4,-4,-4,-4,-4,-4,-4,1
196207,0,0.331,5,0,0.87,0.98,-3,-3,-3,-3,-3,-3,-3,-3,1
196209,1,0.143,1,4,0.86,0.58,-3,-3,-3,-3,-3,-3,-3,-3,1
196210,1,-9,1,4,-0.24,-0.32,-7,-7,-7,-7,-7,-7,-7,-7,1
196212,0,-0.664,4,2,1.38,1.44,-4,-4,-4,-4,-4,-4,-4,-4,1
196214,1,-0.933,1,4,0.31,0.42,-3,-3,-3,-3,-3,-3,-3,-3,1
196216,1,-0.387,1,4,0.52,0.42,-3,-3,-3,-3,-3,-3,-3,-3,1
196217,1,0.331,1,4,0.03,-0.09,-3,-3,-3,-3,-3,-3,-3,-3,1
196219,1,-9,1,4,-0.5,-0.59,-4,-4,-4,-4,-4,-4,-4,-4,8
196220,1,-0.118,1,4,0.88,0.88,-4,-4,-4,-4,-4,-4,-4,-4,3
196221,0,-0.745,2,1,-1.6,-1.52,-7,-7,-7,-7,-7,-7,-7,-7,1
196222,1,-9,1,4,-0.53,-0.44,-7,-7,-7,-7,-7,-7,-7,-7,9
196223,1,1.596,1,4,-1.17,-1,-3,-3,-3,-3,-3,-3,-3,-3,1
196224,1,0.331,1,4,-0.35,-0.23,-7,-7,-7,-7,-7,-7,-7,-7,1
196225,1,-9,1,4,1.3,1.43,-3,-3,-3,-3,-3,-3,-3,-3,1
196227,1,0.096,1,4,-0.2,-0.32,-3,-3,-3,-3,-3,-3,-3,-3,10
196228,1,0.443,1,4,-0.07,-0.2,-4,-4,-4,-4,-4,-4,-4,-4,1
196229,1,1.596,1,4,-0.91,-1.06,-3,-3,-3,-3,-3,-3,-3,-3,1
196230,1,-9,1,4,-0.16,-0.31,-3,-3,-3,-3,-3,-3,-3,-3,3
196231,0,0.52,5,2,0.67,0.52,-3,-3,-3,-3,-3,-3,-3,-3,1
196232,1,-9,1,4,0.85,0.89,-3,-3,-3,-3,-3,-3,-3,-3,1
197101,1,-0.933,1,4,-0.95,-0.79,0,0,0,1,0,0,0,1,6
197102,1,0.331,1,4,0.82,0.55,-3,-3,-3,-3,-3,-3,-3,-3,1
197103,0,-9,2,2,0.08,-0.07,-3,-3,-3,-3,-3,-3,-3,-3,1
197104,1,-0.403,1,4,-0.09,-0.36,-4,-4,-4,-4,-4,-4,-4,-4,1
197106,1,1.596,1,4,0.1,0.01,-3,-3,-3,-3,-3,-3,-3,-3,1
197107,1,-0.933,1,4,0.31,0.31,-3,-3,-3,-3,-3,-3,-3,-3,1
197108,1,-0.118,1,4,-0.09,-0.24,-3,-3,-3,-3,-3,-3,-3,-3,10
197109,1,0.331,1,4,0.14,0.13,-3,-3,-3,-3,-3,-3,-3,-3,1
197110,0,-9,5,2,0.63,0.55,-3,-3,-3,-3,-3,-3,-3,-3,1
197111,1,1.596,1,4,0.2,0.18,-3,-3,-3,-3,-3,-3,-3,-3,3
197112,1,0.143,1,4,-0.44,-0.61,-7,-7,-7,-7,-7,-7,-7,-7,1
197113,1,1.596,1,4,0.89,1.08,-3,-3,-3,-3,-3,-3,-3,-3,1
197114,1,0.412,1,4,0.43,0.27,-3,-3,-3,-3,-3,-3,-3,-3,1
197116,1,0.143,1,4,0.02,0,-3,-3,-3,-3,-3,-3,-3,-3,1
197117,1,-0.253,1,4,1.21,1.34,-3,-3,-3,-3,-3,-3,-3,-3,1
197118,1,-9,1,4,-0.42,-0.61,-4,-4,-4,-4,-4,-4,-4,-4,9
197120,1,1.596,1,4,0.42,0.15,-3,-3,-3,-3,-3,-3,-3,-3,1
197121,1,0.331,1,4,0.79,0.7,-3,-3,-3,-3,-3,-3,-3,-3,1
197122,0,-9,2,3,0.45,0.31,1,0,0,0,0,0,0,0,1
197123,1,0.331,1,4,-0.14,-0.28,-3,-3,-3,-3,-3,-3,-3,-3,1
197124,1,0.331,1,4,-1.54,-1.54,-3,-3,-3,-3,-3,-3,-3,-3,1
197125,1,-9,1,4,-0.68,-0.69,-3,-3,-3,-3,-3,-3,-3,-3,2
197126,1,-0.933,1,4,1.13,1.15,-4,-4,-4,-4,-4,-4,-4,-4,1
197202,1,-9,1,4,0.06,-0.12,-3,-3,-3,-3,-3,-3,-3,-3,1
197203,1,-0.664,1,4,0.64,0.54,1,0,0,0,0,0,0,0,1
197204,1,1.596,1,4,-0.91,-0.88,-4,-4,-4,-4,-4,-4,-4,-4,1
197205,1,0.308,1,4,0.84,0.69,-3,-3,-3,-3,-3,-3,-3,-3,3
197206,1,-9,1,4,0.98,1.01,-3,-3,-3,-3,-3,-3,-3,-3,1
197207,1,-9,1,4,0.84,0.73,-3,-3,-3,-3,-3,-3,-3,-3,1
197208,1,0.601,1,4,-0.8,-0.63,-4,-4,-4,-4,-4,-4,-4,-4,1
197209,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
197211,1,0.592,1,4,0.69,0.68,-3,-3,-3,-3,-3,-3,-3,-3,1
197212,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,7
197214,1,-9,1,4,-0.09,-0.36,-3,-3,-3,-3,-3,-3,-3,-3,6
197215,1,0.592,1,4,0.05,0.17,-3,-3,-3,-3,-3,-3,-3,-3,1
197216,1,0.331,1,4,1.24,1.42,-3,-3,-3,-3,-3,-3,-3,-3,1
197217,1,0.958,1,4,0.13,0.23,-3,-3,-3,-3,-3,-3,-3,-3,3
197218,1,0.331,1,4,0.37,0.4,-3,-3,-3,-3,-3,-3,-3,-3,1
197219,1,-0.118,1,4,0.96,1.15,-3,-3,-3,-3,-3,-3,-3,-3,1
197220,1,-9,1,4,0.9,1.01,-3,-3,-3,-3,-3,-3,-3,-3,1
197222,1,1.596,1,4,0.64,0.76,-4,-4,-4,-4,-4,-4,-4,-4,1
197223,0,-9,2,2,0.81,0.99,-3,-3,-3,-3,-3,-3,-3,-3,1
198101,1,-0.933,1,4,0.45,0.39,-3,-3,-3,-3,-3,-3,-3,-3,2
198103,1,-9,1,4,-0.73,-0.75,-7,-7,-7,-7,-7,-7,-7,-7,3
198104,1,-1.448,1,4,-1.44,-1.27,-3,-3,-3,-3,-3,-3,-3,-3,3
198105,1,1.596,1,4,0.25,0.26,-3,-3,-3,-3,-3,-3,-3,-3,1
198106,1,-0.933,1,4,-0.12,-0.08,-4,-4,-4,-4,-4,-4,-4,-4,1
198107,1,-0.745,1,4,0.08,0,-3,-3,-3,-3,-3,-3,-3,-3,1
198108,0,-0.933,2,2,-0.17,-0.36,-3,-3,-3,-3,-3,-3,-3,-3,1
198109,1,1.407,1,4,0.52,0.41,-7,-7,-7,-7,-7,-7,-7,-7,1
198110,1,0.07,1,4,0.57,0.59,-3,-3,-3,-3,-3,-3,-3,-3,3
198111,1,-9,1,4,0.55,0.57,-3,-3,-3,-3,-3,-3,-3,-3,1
198112,1,1.596,1,4,-0.32,-0.73,-7,-7,-7,-7,-7,-7,-7,-7,1
198113,1,-0.372,1,4,-0.14,-0.3,-3,-3,-3,-3,-3,-3,-3,-3,1
198114,1,0.331,1,4,0.23,-0.03,-3,-3,-3,-3,-3,-3,-3,-3,1
198116,1,0.331,1,4,0.37,0.49,-7,-7,-7,-7,-7,-7,-7,-7,1
198117,1,-0.933,1,4,0.69,0.59,-3,-3,-3,-3,-3,-3,-3,-3,1
198119,1,-0.933,1,4,0.2,-0.25,1,0,0,0,0,0,0,0,1
198120,1,1.596,1,4,0.16,0.14,-4,-4,-4,-4,-4,-4,-4,-4,10
198121,1,-0.933,1,4,0.31,0.43,-3,-3,-3,-3,-3,-3,-3,-3,1
198123,1,-0.933,1,4,-0.3,-0.32,-3,-3,-3,-3,-3,-3,-3,-3,1
198124,1,-0.933,1,4,-0.46,-0.37,-4,-4,-4,-4,-4,-4,-4,-4,2
198125,1,1.596,1,4,0.36,0.5,-3,-3,-3,-3,-3,-3,-3,-3,1
198126,1,-0.933,1,4,0.15,0.29,-7,-7,-7,-7,-7,-7,-7,-7,6
198127,1,0.331,1,4,-0.03,-0.03,-3,-3,-3,-3,-3,-3,-3,-3,1
198128,1,-1.122,1,4,0.29,0.41,-3,-3,-3,-3,-3,-3,-3,-3,1
198129,1,-0.933,1,4,-0.11,-0.26,-3,-3,-3,-3,-3,-3,-3,-3,1
198131,1,-1.383,1,4,-0.91,-1.06,-7,-7,-7,-7,-7,-7,-7,-7,1
198132,1,-9,1,4,1.39,1.57,-3,-3,-3,-3,-3,-3,-3,-3,1
198134,1,-1.122,1,4,0.05,-0.05,-7,-7,-7,-7,-7,-7,-7,-7,1
