STU_ID,BYSTLANG,BYENGLSE,BYHOMLNG,BYSTLNG2,BYSES1,BYSES2,BYP50A,BYP50B,BYP50C,BYP50D,BYP50E,BYP50F,BYP50G,BYP50H,F2HSSTAT
101101,1,-0.633,1,4,-0.25,-0.23,-3,-3,-3,-3,-3,-3,-3,-3,1
101102,0,0.331,4,2,0.58,0.69,-3,-3,-3,-3,-3,-3,-3,-3,1
101104,1,-0.933,1,4,-0.85,-0.68,-3,-3,-3,-3,-3,-3,-3,-3,1
101105,1,1.146,1,4,-0.8,-0.89,-4,-4,-4,-4,-4,-4,-4,-4,1
101106,0,0.143,2,2,-1.41,-1.28,-3,-3,-3,-3,-3,-3,-3,-3,1
101107,0,0.52,2,2,-1.07,-0.93,-3,-3,-3,-3,-3,-3,-3,-3,1
101108,1,-0.852,1,4,0.27,0.36,-7,-7,-7,-7,-7,-7,-7,-7,1
101109,1,0.331,1,4,-0.16,-0.24,-3,-3,-3,-3,-3,-3,-3,-3,1
101110,1,0.331,1,4,-1,-0.85,-3,-3,-3,-3,-3,-3,-3,-3,1
101111,1,0.893,1,4,-1.22,-1.07,-7,-7,-7,-7,-7,-7,-7,-7,1
101112,1,-0.118,1,4,-0.18,-0.1,-3,-3,-3,-3,-3,-3,-3,-3,1
101113,0,-1.748,2,2,-0.03,0.16,-3,-3,-3,-3,-3,-3,-3,-3,1
101114,1,0.958,1,4,-0.8,-0.74,-3,-3,-3,-3,-3,-3,-3,-3,1
101115,1,-0.672,1,4,-0.16,-0.58,-3,-3,-3,-3,-3,-3,-3,-3,1
101116,1,-0.364,1,4,0.99,0.88,-4,-4,-4,-4,-4,-4,-4,-4,1
101117,1,0.331,1,4,0.22,0.24,1,0,0,0,0,0,0,0,1
101118,1,-1.383,1,4,0.06,0.08,1,0,0,0,0,0,0,0,1
101119,0,0.704,2,2,-1.35,-1.36,-4,-4,-4,-4,-4,-4,-4,-4,10
101120,1,0.228,1,4,-0.57,-0.73,-3,-3,-3,-3,-3,-3,-3,-3,9
101121,0,0.039,4,2,1.18,1.29,-3,-3,-3,-3,-3,-3,-3,-3,1
101122,0,-0.933,2,2,-0.63,-0.49,-3,-3,-3,-3,-3,-3,-3,-3,1
101123,0,0.143,2,1,-0.69,-0.84,-3,-3,-3,-3,-3,-3,-3,-3,1
101124,1,-0.183,1,4,-0.69,-0.6,-3,-3,-3,-3,-3,-3,-3,-3,1
101125,0,-9,2,2,-1.22,-1.11,-3,-3,-3,-3,-3,-3,-3,-3,1
101126,0,-9,5,1,-0.64,-0.67,-3,-3,-3,-3,-3,-3,-3,-3,1
101127,0,0.412,5,2,-0.12,-0.05,-3,-3,-3,-3,-3,-3,-3,-3,1
101128,0,-0.126,5,0,-1,-0.89,-3,-3,-3,-3,-3,-3,-3,-3,1
101129,1,0.331,1,4,0.26,-0.15,-3,-3,-3,-3,-3,-3,-3,-3,1
101131,1,0.331,1,4,0.48,0.67,-3,-3,-3,-3,-3,-3,-3,-3,1
101132,1,-0.933,1,4,-0.16,-0.24,-3,-3,-3,-3,-3,-3,-3,-3,1
101133,1,-0.933,1,4,-1.16,-1.29,-3,-3,-3,-3,-3,-3,-3,-3,1
101201,0,-9,6,2,-0.24,-0.4,-3,-3,-3,-3,-3,-3,-3,-3,1
101203,1,-9,1,4,0.05,0.17,-3,-3,-3,-3,-3,-3,-3,-3,1
101207,1,-9,1,4,-0.34,-0.47,-3,-3,-3,-3,-3,-3,-3,-3,1
101209,1,-9,1,4,-0.77,-0.69,-3,-3,-3,-3,-3,-3,-3,-3,1
101210,1,-9,1,4,0.37,0.57,-3,-3,-3,-3,-3,-3,-3,-3,1
101211,1,-9,1,4,0.19,0.1,-3,-3,-3,-3,-3,-3,-3,-3,1
101212,1,-9,1,4,0.09,-0.07,-3,-3,-3,-3,-3,-3,-3,-3,1
101214,1,-9,1,4,-0.48,-0.52,-3,-3,-3,-3,-3,-3,-3,-3,1
101215,1,-9,1,4,-0.43,-0.36,-3,-3,-3,-3,-3,-3,-3,-3,1
101217,1,0.331,1,4,-0.64,-0.66,-3,-3,-3,-3,-3,-3,-3,-3,1
101219,1,-9,1,4,0.05,0.25,-3,-3,-3,-3,-3,-3,-3,-3,1
101221,1,-9,1,4,-0.93,-0.84,-3,-3,-3,-3,-3,-3,-3,-3,1
101222,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
101223,1,-9,1,4,-0.44,-0.36,-3,-3,-3,-3,-3,-3,-3,-3,1
101226,1,0.331,1,4,1.13,1.31,1,0,0,0,0,0,0,0,1
101227,1,-9,1,4,-0.58,-0.37,-3,-3,-3,-3,-3,-3,-3,-3,6
102101,1,0.585,1,4,-0.57,-0.82,-4,-4,-4,-4,-4,-4,-4,-4,1
102103,1,-0.176,1,4,-0.12,0.03,-3,-3,-3,-3,-3,-3,-3,-3,3
102104,1,-9,1,4,0.21,0.12,-3,-3,-3,-3,-3,-3,-3,-3,3
102105,1,-9,1,4,-1.04,-1.17,-3,-3,-3,-3,-3,-3,-3,-3,1
102106,0,0.37,2,2,-0.24,0,-3,-3,-3,-3,-3,-3,-3,-3,1
102107,1,-9,1,4,-1.52,-1.37,-3,-3,-3,-3,-3,-3,-3,-3,9
102108,1,-0.933,1,4,-0.94,-0.95,1,0,0,0,0,1,1,1,3
102109,1,0.781,1,4,-0.64,-0.53,-3,-3,-3,-3,-3,-3,-3,-3,2
102111,1,-9,1,4,-1.45,-1.28,-3,-3,-3,-3,-3,-3,-3,-3,1
102112,1,-9,1,4,0.63,0.38,-3,-3,-3,-3,-3,-3,-3,-3,1
102113,1,0.039,1,4,-0.34,-0.2,-3,-3,-3,-3,-3,-3,-3,-3,1
102116,0,0.331,2,2,-0.82,-0.77,-4,-4,-4,-4,-4,-4,-4,-4,6
102117,1,1.065,1,4,-0.3,-0.19,-3,-3,-3,-3,-3,-3,-3,-3,1
102118,0,0.696,2,2,-0.3,-0.45,-3,-3,-3,-3,-3,-3,-3,-3,1
102120,1,-0.933,1,4,0.55,0.59,-3,-3,-3,-3,-3,-3,-3,-3,3
102121,1,1.596,1,4,-0.02,0.02,-3,-3,-3,-3,-3,-3,-3,-3,1
102122,1,-0.933,1,4,0.01,0.08,-3,-3,-3,-3,-3,-3,-3,-3,1
102162,-8,-8,-8,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,10
102163,-8,-8,-8,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1
102164,-8,-8,-8,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1
102201,1,0.078,1,4,-1.14,-1.03,-3,-3,-3,-3,-3,-3,-3,-3,1
102202,1,-9,1,4,0.51,0.25,-7,-7,-7,-7,-7,-7,-7,-7,1
102203,1,-0.933,1,4,-0.65,-0.54,-3,-3,-3,-3,-3,-3,-3,-3,1
102204,0,0.151,4,2,0.53,0.12,-3,-3,-3,-3,-3,-3,-3,-3,1
102205,1,-9,1,4,0.09,0.24,-7,-7,-7,-7,-7,-7,-7,-7,1
102206,1,-9,1,4,-0.76,-0.63,-3,-3,-3,-3,-3,-3,-3,-3,1
102207,0,-1.014,2,2,-1.2,-1.13,-3,-3,-3,-3,-3,-3,-3,-3,2
102208,0,1.596,5,2,0.61,0.37,-3,-3,-3,-3,-3,-3,-3,-3,1
102209,1,-0.111,1,4,0.09,0.24,-7,-7,-7,-7,-7,-7,-7,-7,1
102210,0,-9,-9,3,-0.99,-0.92,-3,-3,-3,-3,-3,-3,-3,-3,6
102211,1,-9,1,4,0.6,0.51,-7,-7,-7,-7,-7,-7,-7,-7,1
102212,1,-0.933,1,4,0.79,0.75,-3,-3,-3,-3,-3,-3,-3,-3,1
102213,1,-9,1,4,0.44,0.51,-4,-4,-4,-4,-4,-4,-4,-4,1
102214,0,1.154,2,2,-0.92,-0.83,-3,-3,-3,-3,-3,-3,-3,-3,1
102215,1,1.596,1,4,0.92,0.61,-3,-3,-3,-3,-3,-3,-3,-3,1
102216,0,0.585,5,2,0.23,0.27,-4,-4,-4,-4,-4,-4,-4,-4,1
102217,1,-1.187,1,4,0.55,0.67,-3,-3,-3,-3,-3,-3,-3,-3,1
102218,1,0.331,1,4,1.41,1.16,-7,-7,-7,-7,-7,-7,-7,-7,1
102219,0,-0.118,4,2,-0.91,-1.2,-3,-3,-3,-3,-3,-3,-3,-3,1
102220,0,-9,-9,3,-1.17,-1.09,-3,-3,-3,-3,-3,-3,-3,-3,10
102221,0,-9,5,3,-0.14,-0.26,0,1,0,0,0,0,0,0,1
102222,1,1.596,1,4,-0.05,-0.07,-3,-3,-3,-3,-3,-3,-3,-3,1
102223,1,-1.636,1,4,1.06,1.24,-3,-3,-3,-3,-3,-3,-3,-3,1
102224,0,0.331,5,2,0.55,0.7,-4,-4,-4,-4,-4,-4,-4,-4,1
102226,0,0.331,6,2,-0.78,-0.75,-4,-4,-4,-4,-4,-4,-4,-4,1
102227,0,1.146,6,2,0.33,0.45,-3,-3,-3,-3,-3,-3,-3,-3,1
102228,1,0.796,1,4,-0.38,-0.32,-3,-3,-3,-3,-3,-3,-3,-3,1
102232,0,-1.383,5,2,0.15,0.3,-3,-3,-3,-3,-3,-3,-3,-3,1
102233,0,-0.745,4,2,-0.91,-0.83,-4,-4,-4,-4,-4,-4,-4,-4,1
102234,0,-9,2,2,-0.65,-0.54,-3,-3,-3,-3,-3,-3,-3,-3,1
102235,1,-1.194,1,4,-0.3,-0.33,-3,-3,-3,-3,-3,-3,-3,-3,1
102261,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1
103101,1,1.596,1,4,0.98,1.16,-3,-3,-3,-3,-3,-3,-3,-3,1
103102,0,-9,2,2,-1.11,-0.96,1,1,0,0,0,1,0,1,10
103103,0,-1.667,2,2,0.13,0.18,-3,-3,-3,-3,-3,-3,-3,-3,1
103104,1,0.893,1,4,0.06,0.03,-3,-3,-3,-3,-3,-3,-3,-3,1
103107,1,0.189,1,4,0.52,0.42,-3,-3,-3,-3,-3,-3,-3,-3,9
103108,1,-0.933,1,4,0.8,0.83,-3,-3,-3,-3,-3,-3,-3,-3,1
103109,1,0.331,1,4,0.59,0.77,-3,-3,-3,-3,-3,-3,-3,-3,1
103110,1,0.143,1,4,0.19,0.17,-3,-3,-3,-3,-3,-3,-3,-3,1
103111,1,0.592,1,4,-0.41,-0.6,-3,-3,-3,-3,-3,-3,-3,-3,1
103112,1,0.316,1,4,-0.47,-0.69,1,1,0,0,0,0,0,0,10
103114,1,-9,-9,4,-0.96,-0.9,-4,-4,-4,-4,-4,-4,-4,-4,10
103115,1,1.596,1,4,-0.92,-1.05,-3,-3,-3,-3,-3,-3,-3,-3,1
103116,1,0.331,1,4,0.14,0.13,-3,-3,-3,-3,-3,-3,-3,-3,1
103117,0,-0.118,-9,3,-1.02,-0.98,-3,-3,-3,-3,-3,-3,-3,-3,3
103118,0,-9,3,2,-0.77,-0.69,-3,-3,-3,-3,-3,-3,-3,-3,1
103119,1,-0.387,1,4,-0.35,-0.78,-3,-3,-3,-3,-3,-3,-3,-3,10
103122,1,0.078,1,4,0.3,0.29,-4,-4,-4,-4,-4,-4,-4,-4,1
103124,1,-9,1,4,-0.92,-1.07,-3,-3,-3,-3,-3,-3,-3,-3,1
103125,0,-9,2,2,-0.61,-0.62,-3,-3,-3,-3,-3,-3,-3,-3,1
103126,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,8
103127,1,0.331,1,4,0.84,0.75,-3,-3,-3,-3,-3,-3,-3,-3,1
103128,0,-9,2,2,-0.68,-0.81,-4,-4,-4,-4,-4,-4,-4,-4,1
103129,1,-0.641,1,4,0.4,-0.04,-3,-3,-3,-3,-3,-3,-3,-3,1
103161,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,10
103162,-8,-8,-8,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1
103203,0,-9,2,2,-1.26,-1.45,-3,-3,-3,-3,-3,-3,-3,-3,1
103204,0,0.078,6,2,-0.73,-0.57,-3,-3,-3,-3,-3,-3,-3,-3,1
103205,0,-0.664,2,2,-0.02,-0.02,-3,-3,-3,-3,-3,-3,-3,-3,1
103210,0,-9,5,2,-0.07,-0.35,-4,-4,-4,-4,-4,-4,-4,-4,1
103212,0,-0.372,5,2,-1.24,-1.21,-7,-7,-7,-7,-7,-7,-7,-7,1
103213,-8,-8,-8,4,-8,-8,-3,-3,-3,-3,-3,-3,-3,-3,8
103214,1,0.331,1,4,-0.09,-0.15,-4,-4,-4,-4,-4,-4,-4,-4,4
103215,1,-9,1,4,-0.79,-0.73,-4,-4,-4,-4,-4,-4,-4,-4,4
103218,0,-9,2,3,-0.65,-0.88,-4,-4,-4,-4,-4,-4,-4,-4,9
103219,1,-0.664,1,4,-0.47,-0.34,-3,-3,-3,-3,-3,-3,-3,-3,3
103221,0,-0.933,3,0,0.39,0.4,-3,-3,-3,-3,-3,-3,-3,-3,1
103223,0,-0.591,2,2,0.01,-0.01,-3,-3,-3,-3,-3,-3,-3,-3,1
103225,1,1.596,1,4,0.53,0.64,-3,-3,-3,-3,-3,-3,-3,-3,1
103226,1,-0.183,1,4,-1.35,-1.18,-4,-4,-4,-4,-4,-4,-4,-4,1
103229,-8,-8,-8,4,-8,-8,-3,-3,-3,-3,-3,-3,-3,-3,4
103230,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
103231,0,-0.933,2,2,-0.13,-0.19,-3,-3,-3,-3,-3,-3,-3,-3,1
103301,1,-0.387,1,4,-0.97,-0.85,-3,-3,-3,-3,-3,-3,-3,-3,1
103302,0,0.585,5,2,-1.72,-1.72,-3,-3,-3,-3,-3,-3,-3,-3,10
103303,0,0.143,5,2,-0.18,-0.11,-3,-3,-3,-3,-3,-3,-3,-3,10
103304,1,-0.664,1,4,0.37,0.48,-4,-4,-4,-4,-4,-4,-4,-4,1
103305,0,-1.675,2,2,-1.04,-0.93,0,0,0,0,0,0,0,1,10
103306,1,-0.111,1,4,-0.89,-0.86,-3,-3,-3,-3,-3,-3,-3,-3,1
103307,0,-1.187,5,2,-0.68,-0.53,-7,-7,-7,-7,-7,-7,-7,-7,1
103308,0,-9,-9,3,0.55,0.54,-3,-3,-3,-3,-3,-3,-3,-3,1
103309,0,1.219,5,2,-0.57,-0.56,-4,-4,-4,-4,-4,-4,-4,-4,1
103310,1,-9,1,4,-0.42,-0.85,0,0,0,1,0,0,0,0,9
103312,1,-9,1,4,1.19,1.07,-3,-3,-3,-3,-3,-3,-3,-3,1
103313,1,-0.745,1,4,0,-0.41,-7,-7,-7,-7,-7,-7,-7,-7,9
103314,0,-0.933,5,2,-1.42,-1.55,-3,-3,-3,-3,-3,-3,-3,-3,1
103315,0,0.585,3,2,-0.56,-0.58,-3,-3,-3,-3,-3,-3,-3,-3,1
103316,0,-0.933,3,2,-0.81,-0.6,-7,-7,-7,-7,-7,-7,-7,-7,1
103317,0,-9,5,2,-0.98,-0.92,-3,-3,-3,-3,-3,-3,-3,-3,1
103318,1,1.146,1,4,1.2,1.22,-3,-3,-3,-3,-3,-3,-3,-3,1
103319,0,-0.372,5,1,-1.18,-1.18,-3,-3,-3,-3,-3,-3,-3,-3,1
103320,0,-0.933,2,2,-0.83,-0.96,-3,-3,-3,-3,-3,-3,-3,-3,3
103321,1,-9,1,4,0.23,-0.2,-3,-3,-3,-3,-3,-3,-3,-3,1
103322,1,0.143,1,4,-0.4,-0.39,-3,-3,-3,-3,-3,-3,-3,-3,1
103323,1,0.331,1,4,-1.01,-1.17,-3,-3,-3,-3,-3,-3,-3,-3,1
103324,1,-9,1,4,0.12,0.24,-3,-3,-3,-3,-3,-3,-3,-3,1
104101,1,1.596,1,4,0.85,0.76,-3,-3,-3,-3,-3,-3,-3,-3,1
104102,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
104103,1,0.885,1,4,0.84,0.59,-3,-3,-3,-3,-3,-3,-3,-3,3
104104,1,1.335,1,4,1.8,1.98,-3,-3,-3,-3,-3,-3,-3,-3,1
104105,0,-9,5,1,0.24,0.18,-3,-3,-3,-3,-3,-3,-3,-3,1
104106,0,-0.933,6,2,-0.5,-0.32,1,0,0,0,0,0,0,0,2
104107,1,0.854,1,4,0.52,0.36,-3,-3,-3,-3,-3,-3,-3,-3,1
104108,1,0.331,1,4,0.87,0.62,-3,-3,-3,-3,-3,-3,-3,-3,1
104109,0,-9,3,0,-0.92,-1.05,-7,-7,-7,-7,-7,-7,-7,-7,1
104110,1,-0.641,1,4,0.7,0.9,-3,-3,-3,-3,-3,-3,-3,-3,1
104111,1,-9,1,4,0.37,0.22,-3,-3,-3,-3,-3,-3,-3,-3,1
104112,1,-9,1,4,1.39,1.57,1,0,0,0,0,0,0,0,1
104113,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
104115,1,-0.664,1,4,0.26,0.04,-3,-3,-3,-3,-3,-3,-3,-3,1
104116,1,-0.933,1,4,-0.12,-0.12,-3,-3,-3,-3,-3,-3,-3,-3,1
104117,1,0.331,1,4,1.17,1.21,-7,-7,-7,-7,-7,-7,-7,-7,1
104118,1,-9,1,4,0.65,0.78,-3,-3,-3,-3,-3,-3,-3,-3,1
104119,1,1.327,1,4,0.55,0.73,-3,-3,-3,-3,-3,-3,-3,-3,1
104122,1,1.335,1,4,1.49,1.53,-3,-3,-3,-3,-3,-3,-3,-3,1
104123,1,-9,1,4,0.9,0.65,-3,-3,-3,-3,-3,-3,-3,-3,1
104124,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
104201,1,1.146,1,4,0.89,1.01,-3,-3,-3,-3,-3,-3,-3,-3,1
104202,1,1.596,1,4,0.71,0.61,-3,-3,-3,-3,-3,-3,-3,-3,1
104203,1,1.596,1,4,0.3,0.53,-3,-3,-3,-3,-3,-3,-3,-3,1
104204,1,0.601,1,4,1.06,1.24,-3,-3,-3,-3,-3,-3,-3,-3,1
104205,1,0.965,1,4,-0.77,-0.68,-3,-3,-3,-3,-3,-3,-3,-3,1
104206,1,-9,1,4,0.9,0.79,-3,-3,-3,-3,-3,-3,-3,-3,1
104207,1,1.407,1,4,-0.03,-0.03,1,0,0,0,0,0,0,0,1
104208,1,0.601,1,4,0.84,0.73,-3,-3,-3,-3,-3,-3,-3,-3,1
104209,1,0.585,1,4,0.83,0.74,-3,-3,-3,-3,-3,-3,-3,-3,1
104211,1,-0.664,1,4,0.76,0.6,-7,-7,-7,-7,-7,-7,-7,-7,1
104212,0,-0.672,3,2,-0.84,-0.75,-3,-3,-3,-3,-3,-3,-3,-3,1
104213,1,-0.933,1,4,-0.03,-0.46,-3,-3,-3,-3,-3,-3,-3,-3,1
104214,0,0.078,5,2,0.04,-0.1,-7,-7,-7,-7,-7,-7,-7,-7,1
104215,1,-0.933,1,4,-0.23,-0.25,-4,-4,-4,-4,-4,-4,-4,-4,1
104216,1,1.115,1,4,1.06,1.24,-3,-3,-3,-3,-3,-3,-3,-3,1
104217,1,-9,1,4,0.51,0.42,-3,-3,-3,-3,-3,-3,-3,-3,1
104218,1,-0.933,1,4,-0.26,-0.26,-3,-3,-3,-3,-3,-3,-3,-3,6
104220,1,-0.933,1,4,0.63,0.76,-3,-3,-3,-3,-3,-3,-3,-3,1
104222,1,-0.118,1,4,1.06,1.24,-3,-3,-3,-3,-3,-3,-3,-3,1
104223,1,-0.745,1,4,1.65,1.83,-3,-3,-3,-3,-3,-3,-3,-3,1
104224,1,0.331,1,4,0.86,0.72,-3,-3,-3,-3,-3,-3,-3,-3,1
104225,1,0.854,1,4,0.21,0.21,-3,-3,-3,-3,-3,-3,-3,-3,1
104228,1,-9,1,4,0.69,0.59,-3,-3,-3,-3,-3,-3,-3,-3,1
104231,1,-0.118,1,4,-0.52,-0.41,-3,-3,-3,-3,-3,-3,-3,-3,1
105101,1,-2.197,1,4,-0.59,-0.51,-4,-4,-4,-4,-4,-4,-4,-4,1
105102,1,0.331,1,4,0.27,0.18,-3,-3,-3,-3,-3,-3,-3,-3,1
105103,1,-1.636,1,4,-0.05,0.03,-7,-7,-7,-7,-7,-7,-7,-7,1
105104,1,-0.372,1,4,-0.22,-0.24,-7,-7,-7,-7,-7,-7,-7,-7,1
105105,1,-1.414,1,4,0.99,1.05,1,0,0,0,0,0,0,0,1
105106,1,-1.636,1,4,-0.28,-0.47,-3,-3,-3,-3,-3,-3,-3,-3,8
105107,1,1.154,1,4,0.73,0.62,-3,-3,-3,-3,-3,-3,-3,-3,1
105108,1,-0.664,1,4,0.59,0.49,-4,-4,-4,-4,-4,-4,-4,-4,9
105109,1,-0.41,1,4,-0.76,-0.63,-7,-7,-7,-7,-7,-7,-7,-7,3
105110,1,-0.933,1,4,-0.65,-0.71,0,0,0,1,0,0,1,0,1
105111,1,-0.933,1,4,-1.61,-1.51,-3,-3,-3,-3,-3,-3,-3,-3,10
105112,1,-0.372,1,4,1.13,1.15,-3,-3,-3,-3,-3,-3,-3,-3,1
105113,1,-2.197,1,4,-0.5,-0.64,1,0,0,0,0,0,0,0,1
105114,1,-2.009,1,4,-0.93,-0.85,-3,-3,-3,-3,-3,-3,-3,-3,1
105115,1,-0.41,1,4,-0.25,-0.4,-3,-3,-3,-3,-3,-3,-3,-3,1
105116,1,0.331,1,4,0.55,0.57,-3,-3,-3,-3,-3,-3,-3,-3,1
105117,1,-1.667,1,4,0.73,0.76,-3,-3,-3,-3,-3,-3,-3,-3,1
105118,1,0.331,1,4,0.85,0.73,-3,-3,-3,-3,-3,-3,-3,-3,1
105119,1,-0.199,1,4,-1,-0.91,-3,-3,-3,-3,-3,-3,-3,-3,1
105120,1,-0.933,1,4,-0.01,0.17,1,0,0,0,0,0,0,0,1
105121,1,-0.183,1,4,-0.65,-0.53,-3,-3,-3,-3,-3,-3,-3,-3,1
105122,1,-1.944,1,4,-0.81,-0.71,-3,-3,-3,-3,-3,-3,-3,-3,7
105123,1,-0.372,1,4,0.34,0.2,-3,-3,-3,-3,-3,-3,-3,-3,1
105124,1,-1.905,1,4,0.57,0.31,1,0,0,1,0,0,0,0,1
105125,1,-1.129,1,4,-1.37,-1.26,-3,-3,-3,-3,-3,-3,-3,-3,1
105126,1,-0.126,1,4,0.03,0.08,-3,-3,-3,-3,-3,-3,-3,-3,1
105127,1,-2.197,1,4,-0.68,-0.54,-3,-3,-3,-3,-3,-3,-3,-3,1
105128,1,-0.118,1,4,0.57,0.59,-3,-3,-3,-3,-3,-3,-3,-3,1
105129,1,-0.214,1,4,0.41,0.54,-3,-3,-3,-3,-3,-3,-3,-3,1
105130,1,0.331,1,4,-0.43,-0.44,-3,-3,-3,-3,-3,-3,-3,-3,1
105132,1,-0.933,1,4,-0.49,-0.64,-3,-3,-3,-3,-3,-3,-3,-3,1
105133,1,-2.197,1,4,-1.09,-0.94,-3,-3,-3,-3,-3,-3,-3,-3,9
105134,1,-2.197,1,4,-0.9,-0.81,-4,-4,-4,-4,-4,-4,-4,-4,6
105161,-8,-8,-8,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1
105201,1,1.342,1,4,-0.65,-0.54,-3,-3,-3,-3,-3,-3,-3,-3,1
105202,1,1.115,1,4,-0.43,-0.61,-3,-3,-3,-3,-3,-3,-3,-3,1
105205,1,-0.933,1,4,-0.84,-0.76,-3,-3,-3,-3,-3,-3,-3,-3,1
105207,1,-9,1,4,-1.18,-1.09,1,0,0,0,0,0,0,0,1
105208,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
105209,1,-9,1,4,-0.82,-0.7,-3,-3,-3,-3,-3,-3,-3,-3,1
105211,1,1.596,1,4,1.07,1.25,-3,-3,-3,-3,-3,-3,-3,-3,1
105213,0,0.331,2,2,-0.45,-0.34,-3,-3,-3,-3,-3,-3,-3,-3,1
105216,1,-9,1,4,-0.28,-0.43,-3,-3,-3,-3,-3,-3,-3,-3,1
105217,1,-9,1,4,0.39,0.42,-3,-3,-3,-3,-3,-3,-3,-3,1
105218,1,-9,1,4,-1.13,-1.07,-3,-3,-3,-3,-3,-3,-3,-3,1
105219,1,-9,1,4,0.38,0.29,-3,-3,-3,-3,-3,-3,-3,-3,1
105220,1,-9,1,4,-0.58,-0.48,-3,-3,-3,-3,-3,-3,-3,-3,1
105221,1,-0.372,1,4,-0.83,-0.74,-3,-3,-3,-3,-3,-3,-3,-3,7
105226,1,-9,1,4,-0.68,-0.52,-3,-3,-3,-3,-3,-3,-3,-3,1
105227,1,0.331,1,4,0.7,0.82,-3,-3,-3,-3,-3,-3,-3,-3,1
105228,1,-9,1,4,-0.35,-0.54,1,0,0,0,0,0,0,0,1
106101,1,1.146,1,4,1.13,1.31,-3,-3,-3,-3,-3,-3,-3,-3,1
106102,1,0.862,1,4,0.74,0.89,-3,-3,-3,-3,-3,-3,-3,-3,1
106103,1,-1.448,1,4,0.89,1.07,-3,-3,-3,-3,-3,-3,-3,-3,1
106104,1,0.331,1,4,0.63,0.85,-3,-3,-3,-3,-3,-3,-3,-3,1
106105,1,-0.933,1,4,-0.52,-0.43,-7,-7,-7,-7,-7,-7,-7,-7,1
106106,1,-0.372,1,4,-1.06,-0.95,-3,-3,-3,-3,-3,-3,-3,-3,1
106107,1,-0.933,1,4,0.09,-0.06,-3,-3,-3,-3,-3,-3,-3,-3,1
106108,1,1.146,1,4,-0.23,-0.22,-4,-4,-4,-4,-4,-4,-4,-4,1
106109,1,-9,1,4,-0.69,-0.52,-7,-7,-7,-7,-7,-7,-7,-7,1
106110,1,-0.118,1,4,0.55,0.73,1,0,0,0,0,0,0,0,1
106111,1,1.596,1,4,1.44,1.48,-3,-3,-3,-3,-3,-3,-3,-3,1
106112,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
106113,1,-9,1,4,-0.37,-0.28,1,0,0,0,0,0,0,0,1
106114,1,0.893,1,4,0.34,0.25,-3,-3,-3,-3,-3,-3,-3,-3,1
106115,1,-0.933,1,4,0.64,0.54,-3,-3,-3,-3,-3,-3,-3,-3,1
106117,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
106119,1,-9,1,4,-0.27,-0.4,-3,-3,-3,-3,-3,-3,-3,-3,1
106122,1,0.151,1,4,0.33,0.03,-3,-3,-3,-3,-3,-3,-3,-3,1
106124,1,0.331,1,4,0.51,0.42,-3,-3,-3,-3,-3,-3,-3,-3,1
106125,1,1.596,1,4,0.23,0.08,-4,-4,-4,-4,-4,-4,-4,-4,1
106126,1,-9,1,4,-0.1,-0.25,-3,-3,-3,-3,-3,-3,-3,-3,1
106127,1,0.877,-9,4,0.35,0.19,-3,-3,-3,-3,-3,-3,-3,-3,1
106128,1,-9,1,4,0.65,0.83,-3,-3,-3,-3,-3,-3,-3,-3,1
106129,1,1.596,1,4,0.21,0.19,-3,-3,-3,-3,-3,-3,-3,-3,1
106201,1,0.331,1,4,-0.04,-0.06,-3,-3,-3,-3,-3,-3,-3,-3,1
106202,1,-0.933,1,4,-0.37,-0.26,-3,-3,-3,-3,-3,-3,-3,-3,1
106203,1,0.086,1,4,0.19,0.17,-3,-3,-3,-3,-3,-3,-3,-3,1
106204,1,0.331,1,4,-0.26,-0.39,-3,-3,-3,-3,-3,-3,-3,-3,1
106206,1,0.592,1,4,-0.72,-0.75,-4,-4,-4,-4,-4,-4,-4,-4,1
106207,1,-9,1,4,-0.38,-0.29,-3,-3,-3,-3,-3,-3,-3,-3,1
106208,1,1.596,1,4,-0.67,-0.8,-7,-7,-7,-7,-7,-7,-7,-7,1
106209,1,1.596,1,4,0,-0.01,-7,-7,-7,-7,-7,-7,-7,-7,1
