STU_ID,BYSEX,BYENGLSE,BYSES1,BYSES2,BYS24F,BYGRDRPT,BYLGRRPT,BYTXMSTD,BYPISAME,BYACTCTL,F2HSSTAT
101101,2,-0.633,-0.25,-0.23,1,0,-3,52.11,506.99,-1.341,1
101102,2,0.331,0.58,0.69,1,0,-3,57.65,560.06,0.871,1
101104,2,-0.933,-0.85,-0.68,1,0,-3,66.44,635.82,0.326,1
101105,2,1.146,-0.8,-0.89,1,98,98,44.68,442.25,1.449,1
101106,2,0.143,-1.41,-1.28,1,0,-3,40.57,403.22,0.326,1
101107,1,0.52,-1.07,-0.93,1,0,-3,35.04,359.51,-9,1
101108,1,-0.852,0.27,0.36,1,98,98,50.71,494.86,1.157,1
101109,1,0.331,-0.16,-0.24,1,0,-3,66.17,633.95,-0.232,1
101110,1,0.331,-1,-0.85,1,0,-3,39.43,392.25,0.326,1
101111,1,0.893,-1.22,-1.07,1,98,98,46.17,455.74,0.916,1
101112,1,-0.118,-0.18,-0.1,1,0,-3,58.76,571.39,-0.238,1
101113,2,-1.748,-0.03,0.16,1,0,-3,47.97,471.35,-2.424,1
101114,2,0.958,-0.8,-0.74,2,1,3,39.18,389.79,1.138,1
101115,1,-0.672,-0.16,-0.58,1,0,-3,64.63,623.04,0.587,1
101116,1,-0.364,0.99,0.88,1,98,98,69.38,655.78,-0.712,1
101117,1,0.331,0.22,0.24,1,0,-3,32.38,345.23,-9,1
101118,2,-1.383,0.06,0.08,2,1,3,29.98,334.68,0.663,1
101119,2,0.704,-1.35,-1.36,1,98,98,59.32,577.12,-0.49,10
101120,1,0.228,-0.57,-0.73,1,0,-3,43.04,427.02,-0.827,9
101121,2,0.039,1.18,1.29,1,0,-3,57.83,561.84,-0.516,1
101122,1,-0.933,-0.63,-0.49,1,0,-3,46.07,454.78,-1.049,1
101123,1,0.143,-0.69,-0.84,1,0,-3,47.74,469.43,-0.516,1
101124,1,-0.183,-0.69,-0.6,2,1,1,48.66,477.26,0.713,1
101125,2,-9,-1.22,-1.11,-7,0,-3,40.8,405.45,-9,1
101126,2,-9,-0.64,-0.67,1,1,4,66.32,635.02,-9,1
101127,2,0.412,-0.12,-0.05,1,0,-3,53.7,521.44,1.702,1
101128,1,-0.126,-1,-0.89,1,0,-3,52.42,509.82,0.326,1
101129,1,0.331,0.26,-0.15,1,98,98,71.38,668.76,-0.219,1
101131,1,0.331,0.48,0.67,1,0,-3,59.66,580.59,-0.821,1
101132,1,-0.933,-0.16,-0.24,1,0,-3,47.52,467.48,-1.049,1
101133,1,-0.933,-1.16,-1.29,1,0,-3,39.51,392.98,-9,1
101201,1,-9,-0.24,-0.4,1,0,-3,44.62,441.75,-9,1
101203,1,-9,0.05,0.17,2,0,-3,49.89,487.77,-9,1
101207,1,-9,-0.34,-0.47,1,0,-3,56.96,553.07,-9,1
101209,1,-9,-0.77,-0.69,1,0,-3,46.9,462.11,-9,1
101210,1,-9,0.37,0.57,-9,0,-3,65.38,628.39,-9,1
101211,2,-9,0.19,0.1,1,0,-3,56.31,546.49,-9,1
101212,1,-9,0.09,-0.07,2,0,-3,48.44,475.41,-9,1
101214,2,-9,-0.48,-0.52,2,0,-3,43.6,432.28,-9,1
101215,1,-9,-0.43,-0.36,1,0,-3,54.11,525.27,-9,1
101217,2,0.331,-0.64,-0.66,3,0,-3,36.78,370.34,0.073,1
101219,2,-9,0.05,0.25,2,0,-3,33.52,351.01,-9,1
101221,2,-9,-0.93,-0.84,1,0,-3,59.67,580.78,-9,1
101222,-4,-4,-4,-4,-4,0,-3,36.55,367.79,-4,1
101223,2,-9,-0.44,-0.36,-7,0,-3,47.85,470.39,-9,1
101226,1,0.331,1.13,1.31,1,0,-3,52.08,506.79,-9,1
101227,1,-9,-0.58,-0.37,-7,0,-3,44.46,440.21,-9,6
102101,1,0.585,-0.57,-0.82,1,98,98,47.55,467.8,0.618,1
102103,2,-0.176,-0.12,0.03,1,0,-3,34.77,357.91,0.326,3
102104,1,-9,0.21,0.12,-7,0,-3,51.95,505.57,-9,3
102105,1,-9,-1.04,-1.17,1,0,-3,37.78,377.15,-9,1
102106,2,0.37,-0.24,0,1,0,-3,35.8,364.12,0.579,1
102107,1,-9,-1.52,-1.37,2,1,8,35.11,359.89,-9,9
102108,1,-0.933,-0.94,-0.95,2,98,98,41.94,416.5,-0.77,3
102109,2,0.781,-0.64,-0.53,1,0,-3,32.99,348.28,-9,2
102111,2,-9,-1.45,-1.28,-7,0,-3,39.63,394.14,-9,1
102112,1,-9,0.63,0.38,1,0,-3,33.63,351.62,-9,1
102113,1,0.039,-0.34,-0.2,1,0,-3,50.54,493.32,0.034,1
102116,1,0.331,-0.82,-0.77,5,98,98,29.87,334.22,0.384,6
102117,1,1.065,-0.3,-0.19,2,0,-3,47.1,463.86,1.227,1
102118,1,0.696,-0.3,-0.45,1,0,-3,33.47,350.77,1.138,1
102120,2,-0.933,0.55,0.59,1,0,-3,33.11,348.89,-1.049,3
102121,1,1.596,-0.02,0.02,1,0,-3,31.78,342.41,1.41,1
102122,2,-0.933,0.01,0.08,1,0,-3,39.37,391.66,0.104,1
102162,-8,-8,-8,-8,-8,0,-3,-8,-8,-8,10
102163,-8,-8,-8,-8,-8,0,-3,-8,-8,-8,1
102164,-8,-8,-8,-8,-8,1,1,-8,-8,-8,1
102201,1,0.078,-1.14,-1.03,1,0,-3,45.82,452.58,-0.219,1
102202,2,-9,0.51,0.25,1,98,98,21.54,311.41,-9,1
102203,2,-0.933,-0.65,-0.54,1,0,-3,40.55,403.07,-0.454,1
102204,2,0.151,0.53,0.12,1,0,-3,64.98,625.51,1.112,1
102205,1,-9,0.09,0.24,1,98,98,45.06,445.75,-9,1
102206,1,-9,-0.76,-0.63,1,0,-3,37.05,372.12,-9,1
102207,1,-1.014,-1.2,-1.13,2,0,-3,41.7,414.2,-1.271,2
102208,1,1.596,0.61,0.37,5,0,-3,54.75,531.32,1.702,1
102209,1,-0.111,0.09,0.24,1,98,98,54.42,528.15,0.326,1
102210,1,-9,-0.99,-0.92,1,0,-3,23.09,314.35,-9,6
102211,2,-9,0.6,0.51,1,98,98,43,426.6,-9,1
102212,2,-0.933,0.79,0.75,1,0,-3,28.71,329.87,-1.049,1
102213,1,-9,0.44,0.51,1,98,98,53.06,515.5,-9,1
102214,1,1.154,-0.92,-0.83,1,0,-3,42.8,424.73,1.391,1
102215,1,1.596,0.92,0.61,1,0,-3,61.52,599.55,0.326,1
102216,2,0.585,0.23,0.27,1,98,98,52.32,508.93,-0.827,1
102217,2,-1.187,0.55,0.67,1,0,-3,44.74,442.87,-0.738,1
102218,1,0.331,1.41,1.16,1,98,98,38,378.69,0.326,1
102219,1,-0.118,-0.91,-1.2,1,1,9,59.9,583.13,0.966,1
102220,1,-9,-1.17,-1.09,1,0,-3,35.5,362.28,-9,10
102221,1,-9,-0.14,-0.26,1,1,1,49.18,481.76,0.295,1
102222,2,1.596,-0.05,-0.07,1,0,-3,36.71,369.88,1.702,1
102223,2,-1.636,1.06,1.24,1,0,-3,50.11,489.7,0.935,1
102224,1,0.331,0.55,0.7,1,98,98,55.63,539.77,0.326,1
102226,1,0.331,-0.78,-0.75,1,98,98,53.27,517.44,0.326,1
102227,1,1.146,0.33,0.45,2,1,0,31.63,341.73,1.702,1
102228,2,0.796,-0.38,-0.32,1,0,-3,32.53,345.99,0.826,1
102232,2,-1.383,0.15,0.3,1,0,-3,59.07,574.62,-0.796,1
102233,2,-0.745,-0.91,-0.83,1,98,98,45.68,451.37,-1.049,1
102234,2,-9,-0.65,-0.54,1,0,-3,39.85,396.29,-9,1
102235,1,-1.194,-0.3,-0.33,1,0,-3,59.9,583.13,0.073,1
102261,-8,-8,-8,-8,-8,0,-3,-8,-8,-8,1
103101,2,1.596,0.98,1.16,1,0,-3,57.57,559.26,1.157,1
103102,1,-9,-1.11,-0.96,-9,2,3,42.4,420.88,-9,10
103103,1,-1.667,0.13,0.18,2,0,-3,41.41,411.37,-1.652,1
103104,2,0.893,0.06,0.03,1,0,-3,55.22,535.8,-0.224,1
103107,1,0.189,0.52,0.42,5,1,6,43.9,435.04,-0.516,9
103108,1,-0.933,0.8,0.83,1,0,-3,53.04,515.32,-1.049,1
103109,2,0.331,0.59,0.77,1,0,-3,49,480.2,-0.827,1
103110,2,0.143,0.19,0.17,1,0,-3,62.45,606.82,0.251,1
103111,2,0.592,-0.41,-0.6,1,0,-3,53.78,522.18,0.637,1
103112,1,0.316,-0.47,-0.69,1,0,-3,49.08,480.92,-0.282,10
103114,1,-9,-0.96,-0.9,3,98,98,40.25,400.17,-9,10
103115,2,1.596,-0.92,-1.05,1,0,-3,43.08,427.39,1.702,1
103116,2,0.331,0.14,0.13,1,0,-3,52.43,509.87,0.326,1
103117,1,-0.118,-1.02,-0.98,1,0,-3,21.73,311.74,0.326,3
103118,2,-9,-0.77,-0.69,1,0,-3,53.68,521.27,-9,1
103119,1,-0.387,-0.35,-0.78,1,0,-3,41.45,411.73,-1.049,10
103122,2,0.078,0.3,0.29,1,98,98,45.47,449.42,-0.459,1
103124,2,-9,-0.92,-1.07,2,0,-3,34.06,353.95,-9,1
103125,2,-9,-0.61,-0.62,1,2,2,33.45,350.65,-9,1
103126,-4,-4,-4,-4,-4,1,9,42,415.88,-4,8
103127,1,0.331,0.84,0.75,1,0,-3,60.78,592.1,0.624,1
103128,1,-9,-0.68,-0.81,1,98,98,35.92,364.84,-9,1
103129,1,-0.641,0.4,-0.04,1,0,-3,52.4,509.59,-0.738,1
103161,-8,-8,-8,-8,-8,2,10,-8,-8,-8,10
103162,-8,-8,-8,-8,-8,0,-3,-8,-8,-8,1
103203,2,-9,-1.26,-1.45,1,0,-3,45.2,447,-9,1
103204,2,0.078,-0.73,-0.57,1,0,-3,41.66,413.74,0.624,1
103205,2,-0.664,-0.02,-0.02,1,1,3,54.7,530.83,-0.529,1
103210,2,-9,-0.07,-0.35,1,98,98,40.81,405.56,0.574,1
103212,2,-0.372,-1.24,-1.21,1,98,98,30.45,336.59,-0.238,1
103213,2,-8,-8,-8,-8,1,9,-8,-8,-8,8
103214,1,0.331,-0.09,-0.15,1,98,98,37.7,376.61,0.34,4
103215,1,-9,-0.79,-0.73,3,98,98,54.41,528,-9,4
103218,1,-9,-0.65,-0.88,1,98,98,37.72,376.73,-9,9
103219,2,-0.664,-0.47,-0.34,1,1,10,37.72,376.71,-0.459,3
103221,2,-0.933,0.39,0.4,1,0,-3,47.06,463.5,-1.049,1
103223,1,-0.591,0.01,-0.01,1,0,-3,38.43,382.7,0.073,1
103225,1,1.596,0.53,0.64,1,1,4,57,553.45,1.702,1
103226,2,-0.183,-1.35,-1.18,1,98,98,43.88,434.86,0.566,1
103229,1,-8,-8,-8,-8,1,3,-8,-8,-8,4
103230,-4,-4,-4,-4,-4,0,-3,41.27,409.04,-4,1
103231,1,-0.933,-0.13,-0.19,1,0,-3,47.7,469.03,-1.049,1
103301,1,-0.387,-0.97,-0.85,1,1,3,40.69,404.37,-0.143,1
103302,1,0.585,-1.72,-1.72,2,1,1,43.22,428.71,0.396,10
103303,1,0.143,-0.18,-0.11,2,0,-3,45.57,450.36,0.326,10
103304,2,-0.664,0.37,0.48,1,98,98,46.73,460.6,0.073,1
103305,2,-1.675,-1.04,-0.93,-9,1,10,49.2,481.92,-1.568,10
103306,1,-0.111,-0.89,-0.86,1,0,-3,50.27,491.05,-0.827,1
103307,1,-1.187,-0.68,-0.53,1,98,98,42.79,424.62,-1.341,1
103308,2,-9,0.55,0.54,1,0,-3,61.03,594.65,-9,1
103309,2,1.219,-0.57,-0.56,1,98,98,53.03,515.29,0.801,1
103310,1,-9,-0.42,-0.85,1,0,-3,37.98,378.56,-9,9
103312,2,-9,1.19,1.07,1,0,-3,50.42,492.33,-9,1
103313,2,-0.745,0,-0.41,1,98,98,54.19,526.01,-0.858,9
103314,2,-0.933,-1.42,-1.55,1,0,-3,55.95,542.94,-0.738,1
103315,2,0.585,-0.56,-0.58,1,1,1,40.53,402.85,1.138,1
103316,2,-0.933,-0.81,-0.6,1,98,98,55.59,539.38,1.196,1
103317,1,-9,-0.98,-0.92,1,0,-3,69.12,654.06,-1.524,1
103318,2,1.146,1.2,1.22,1,0,-3,54.18,525.85,0.029,1
103319,1,-0.372,-1.18,-1.18,1,0,-3,41.88,415.89,-0.238,1
103320,2,-0.933,-0.83,-0.96,1,1,10,47.14,464.19,-0.504,3
103321,2,-9,0.23,-0.2,1,0,-3,42.86,425.28,-9,1
103322,2,0.143,-0.4,-0.39,1,0,-3,49.12,481.25,0.326,1
103323,1,0.331,-1.01,-1.17,1,0,-3,52.04,506.44,0.326,1
103324,1,-9,0.12,0.24,1,1,0,38.34,381.86,-9,1
104101,2,1.596,0.85,0.76,1,0,-3,55.41,537.64,-0.352,1
104102,-4,-4,-4,-4,-4,0,-3,51.08,498.38,-4,1
104103,1,0.885,0.84,0.59,1,1,9,48.67,477.36,0.251,3
104104,2,1.335,1.8,1.98,1,0,-3,54.99,533.62,-1.049,1
104105,1,-9,0.24,0.18,1,0,-3,56.86,552.03,-9,1
104106,2,-0.933,-0.5,-0.32,1,0,-3,36.9,371.17,-1.049,2
104107,1,0.854,0.52,0.36,1,0,-3,58.04,564,-1.049,1
104108,2,0.331,0.87,0.62,1,0,-3,53.34,518.09,1.702,1
104109,1,-9,-0.92,-1.05,1,98,98,29.12,331.37,-9,1
104110,1,-0.641,0.7,0.9,1,0,-3,57.73,560.89,-1.049,1
104111,1,-9,0.37,0.22,1,0,-3,61.26,596.88,-9,1
104112,1,-9,1.39,1.57,-7,0,-3,58.57,569.43,-9,1
104113,-4,-4,-4,-4,-4,0,-3,58.22,566.16,-4,1
104115,1,-0.664,0.26,0.04,1,0,-3,45.95,453.77,-0.535,1
104116,1,-0.933,-0.12,-0.12,1,0,-3,43.61,432.38,0.029,1
104117,2,0.331,1.17,1.21,1,98,98,66.34,635.15,0.251,1
104118,1,-9,0.65,0.78,1,0,-3,50.56,493.52,-9,1
104119,1,1.327,0.55,0.73,1,0,-3,48.58,476.63,0.301,1
104122,1,1.335,1.49,1.53,2,0,-3,38.4,382.36,0.871,1
104123,2,-9,0.9,0.65,1,0,-3,40.73,404.83,0.073,1
104124,-4,-4,-4,-4,-4,0,-3,63.91,618.63,-4,1
104201,1,1.146,0.89,1.01,1,0,-3,55.86,542.06,1.449,1
104202,1,1.596,0.71,0.61,1,0,-3,56.39,547.32,1.41,1
104203,1,1.596,0.3,0.53,1,0,-3,60.56,589.86,1.118,1
104204,2,0.601,1.06,1.24,1,0,-3,63.13,611.94,1.151,1
104205,1,0.965,-0.77,-0.68,1,0,-3,47.65,468.63,0.276,1
104206,1,-9,0.9,0.79,-7,0,-3,55.13,534.96,-9,1
104207,2,1.407,-0.03,-0.03,1,0,-3,46.98,462.83,1.227,1
104208,1,0.601,0.84,0.73,1,0,-3,62.4,606.39,0.326,1
104209,2,0.585,0.83,0.74,1,0,-3,58.3,566.67,1.099,1
104211,2,-0.664,0.76,0.6,1,98,98,55.22,535.81,0.898,1
104212,2,-0.672,-0.84,-0.75,1,0,-3,43.16,428.09,-0.827,1
104213,1,-0.933,-0.03,-0.46,1,0,-3,64.07,618.95,-0.446,1
104214,2,0.078,0.04,-0.1,1,98,98,61.61,600.22,-0.224,1
104215,1,-0.933,-0.23,-0.25,1,98,98,44.37,439.44,-0.465,1
104216,1,1.115,1.06,1.24,1,0,-3,51.09,498.11,1.182,1
104217,2,-9,0.51,0.42,-7,0,-3,48.3,474.26,-9,1
104218,2,-0.933,-0.26,-0.26,1,0,-3,51.2,499.03,-0.485,6
104220,2,-0.933,0.63,0.76,1,0,-3,54.99,533.58,-1.049,1
104222,1,-0.118,1.06,1.24,1,0,-3,60.61,590.34,0.034,1
104223,1,-0.745,1.65,1.83,1,0,-3,69.29,655.18,1.391,1
104224,1,0.331,0.86,0.72,1,0,-3,47.76,469.63,0.256,1
104225,1,0.854,0.21,0.21,1,0,-3,59.27,576.67,0.801,1
104228,2,-9,0.69,0.59,-7,0,-3,59.15,575.38,-9,1
104231,2,-0.118,-0.52,-0.41,1,0,-3,56.9,552.46,1.188,1
105101,2,-2.197,-0.59,-0.51,1,98,98,41.8,415.16,-0.149,1
105102,2,0.331,0.27,0.18,1,0,-3,64.71,623.61,0.548,1
105103,1,-1.636,-0.05,0.03,1,98,98,47.36,466.11,-1.049,1
105104,1,-0.372,-0.22,-0.24,2,98,98,53.25,517.26,0.073,1
105105,1,-1.414,0.99,1.05,1,0,-3,49.27,482.46,-1.341,1
105106,2,-1.636,-0.28,-0.47,1,0,-3,52.65,511.82,-0.782,8
105107,1,1.154,0.73,0.62,1,0,-3,64.35,621,0.326,1
105108,1,-0.664,0.59,0.49,2,98,98,31,338.91,-1.36,9
105109,1,-0.41,-0.76,-0.63,2,98,98,60.66,590.86,-0.294,3
105110,1,-0.933,-0.65,-0.71,1,0,-3,44.85,443.81,-1.271,1
105111,1,-0.933,-1.61,-1.51,2,0,-3,43.18,428.35,-1.049,10
105112,1,-0.372,1.13,1.15,1,0,-3,61.61,600.21,0.015,1
105113,1,-2.197,-0.5,-0.64,1,0,-3,47.63,468.46,-2.424,1
105114,2,-2.009,-0.93,-0.85,1,0,-3,52.82,513.36,0.441,1
105115,2,-0.41,-0.25,-0.4,1,0,-3,49.32,482.97,1.169,1
105116,1,0.331,0.55,0.57,1,0,-3,44.55,441.04,0.326,1
105117,1,-1.667,0.73,0.76,1,0,-3,49.87,487.62,-0.277,1
105118,2,0.331,0.85,0.73,1,0,-3,65.92,632.24,0.073,1
105119,2,-0.199,-1,-0.91,1,0,-3,61.22,596.48,-1.049,1
105120,2,-0.933,-0.01,0.17,3,1,1,32.29,344.8,-1.049,1
105121,2,-0.183,-0.65,-0.53,1,0,-3,55.9,542.48,0.618,1
105122,2,-1.944,-0.81,-0.71,2,1,10,48.44,475.38,0.674,7
105123,1,-0.372,0.34,0.2,1,0,-3,49.82,487.23,-0.516,1
105124,2,-1.905,0.57,0.31,1,0,-3,37.97,378.46,-1.049,1
105125,2,-1.129,-1.37,-1.26,1,0,-3,50.79,495.49,-0.44,1
105126,1,-0.126,0.03,0.08,1,0,-3,52.45,510.04,0.326,1
105127,2,-2.197,-0.68,-0.54,1,0,-3,45.41,448.94,-1.341,1
105128,2,-0.118,0.57,0.59,1,0,-3,55.47,538.18,1.702,1
105129,2,-0.214,0.41,0.54,1,0,-3,68.41,649.3,0.801,1
105130,2,0.331,-0.43,-0.44,1,0,-3,51.63,502.85,0.326,1
105132,1,-0.933,-0.49,-0.64,1,0,-3,57.67,560.26,-0.516,1
105133,2,-2.197,-1.09,-0.94,1,1,3,39.55,393.4,-1.004,9
105134,2,-2.197,-0.9,-0.81,1,98,98,56.54,548.78,-0.199,6
105161,-8,-8,-8,-8,-8,0,-3,-8,-8,-8,1
105201,2,1.342,-0.65,-0.54,1,0,-3,52.31,508.77,0.624,1
105202,2,1.115,-0.43,-0.61,1,0,-3,49.39,483.52,0.548,1
105205,2,-0.933,-0.84,-0.76,1,0,-3,51.79,504.26,0.618,1
105207,2,-9,-1.18,-1.09,-7,1,2,36.83,370.65,-9,1
105208,-4,-4,-4,-4,-4,0,-3,57.49,558.99,-4,1
105209,1,-9,-0.82,-0.7,-7,0,-3,53.26,517.36,-9,1
105211,2,1.596,1.07,1.25,1,0,-3,56.71,550.5,1.702,1
105213,2,0.331,-0.45,-0.34,1,0,-3,41.62,413.34,0.624,1
105216,2,-9,-0.28,-0.43,-7,0,-3,47.63,468.47,-9,1
105217,2,-9,0.39,0.42,1,0,-3,45.22,447.23,-9,1
105218,2,-9,-1.13,-1.07,1,0,-3,40.87,406.09,-0.427,1
105219,1,-9,0.38,0.29,1,0,-3,43.75,433.65,-9,1
105220,1,-9,-0.58,-0.48,-7,1,2,52.87,513.78,-9,1
105221,2,-0.372,-0.83,-0.74,2,0,-3,37.02,371.97,-0.238,7
105226,1,-9,-0.68,-0.52,1,0,-3,61.08,595.07,-9,1
105227,2,0.331,0.7,0.82,1,0,-3,59.07,574.59,-0.485,1
105228,2,-9,-0.35,-0.54,1,1,7,42.97,426.27,-9,1
106101,2,1.146,1.13,1.31,1,0,-3,58.73,571.09,1.702,1
106102,2,0.862,0.74,0.89,1,0,-3,53.11,516.02,1.138,1
106103,1,-1.448,0.89,1.07,2,0,-3,58.88,572.62,0.11,1
106104,2,0.331,0.63,0.85,1,0,-3,58.6,569.8,0.029,1
106105,2,-0.933,-0.52,-0.43,1,98,98,43.33,429.68,-1.018,1
106106,2,-0.372,-1.06,-0.95,1,97,97,48.6,476.81,-0.504,1
106107,1,-0.933,0.09,-0.06,1,0,-3,47.41,466.59,-1.049,1
106108,2,1.146,-0.23,-0.22,1,98,98,67.1,640.37,-0.493,1
106109,2,-9,-0.69,-0.52,-7,98,98,42.6,422.79,-9,1
106110,2,-0.118,0.55,0.73,1,1,1,34.28,355.13,-0.535,1
106111,1,1.596,1.44,1.48,1,0,-3,63.8,617,1.112,1
106112,-4,-4,-4,-4,-4,0,-3,48.78,478.09,-4,1
106113,1,-9,-0.37,-0.28,-7,1,2,60.93,593.61,-9,1
106114,2,0.893,0.34,0.25,1,0,-3,63.07,611.56,0.579,1
106115,1,-0.933,0.64,0.54,1,0,-3,62.77,609.29,-1.049,1
106117,-4,-4,-4,-4,-4,1,2,57.98,564.52,-4,1
106119,2,-9,-0.27,-0.4,1,0,-3,54.71,530.89,-9,1
106122,2,0.151,0.33,0.03,1,0,-3,49.84,487.37,0.935,1
106124,1,0.331,0.51,0.42,1,0,-3,52.61,511.5,0.326,1
106125,2,1.596,0.23,0.08,1,98,98,56.27,546.12,1.449,1
106126,2,-9,-0.1,-0.25,-7,0,-3,49.97,488.46,-9,1
106127,2,0.877,0.35,0.19,1,0,-3,60.52,589.44,-9,1
106128,2,-9,0.65,0.83,1,0,-3,63.08,611.58,1.702,1
106129,2,1.596,0.21,0.19,1,0,-3,64.44,621.68,-0.041,1
106201,1,0.331,-0.04,-0.06,3,0,-3,53.13,516.14,0.326,1
106202,1,-0.933,-0.37,-0.26,1,0,-3,63.32,613.37,-0.613,1
106203,2,0.086,0.19,0.17,1,0,-3,57.66,560.09,-9,1
106204,1,0.331,-0.26,-0.39,1,0,-3,49,480.16,0.326,1
106206,2,0.592,-0.72,-0.75,1,98,98,58.07,564.34,1.702,1
106207,1,-9,-0.38,-0.29,1,0,-3,58.32,566.84,-9,1
106208,1,1.596,-0.67,-0.8,1,98,98,62.13,604.3,1.702,1
106209,1,1.596,0,-0.01,3,98,98,55.83,541.8,1.702,1
106210,1,-9,-0.6,-0.49,2,0,-3,56.31,546.55,-9,1
106211,2,0.331,-0.59,-0.51,1,0,-3,56.37,547.09,1.449,1
106212,1,-9,-0.68,-0.87,1,1,1,50.45,492.55,-9,1
106213,2,-0.933,-0.94,-0.85,1,0,-3,59.54,579.42,1.227,1
107101,2,-9,-0.54,-0.45,1,0,-3,62,603.33,-9,1
107102,1,-9,0.39,0.14,1,0,-3,64.89,624.9,-9,1
107104,2,-0.149,-0.5,-0.4,1,98,98,36.83,370.65,0.529,1
107105,1,-9,-0.44,-0.29,1,1,7,50.68,494.56,-9,1
107106,1,-1.652,-0.59,-0.45,1,0,-3,51.86,504.81,-1.683,1
107107,1,1.05,1.15,1.33,1,0,-3,60.87,592.95,0.326,1
107108,2,-9,-0.02,-0.02,1,98,98,40.27,400.39,-9,1
107109,1,0.378,-0.57,-0.57,1,0,-3,49.22,482.1,0.605,1
107110,1,-0.933,0.13,-0.04,1,0,-3,53.44,519.05,-0.277,1
107111,2,0.846,-1.09,-0.92,1,1,10,39.51,392.97,0.003,6
107112,2,1.596,-0.25,-0.42,1,0,-3,55.54,538.96,-1.949,1
107113,2,-0.933,-0.37,-0.25,1,0,-3,48.07,472.25,-1.049,1
107114,2,-0.933,-0.85,-0.68,1,0,-3,26.75,323.48,-1.049,1
107115,1,-0.933,-0.5,-0.64,1,0,-3,49.38,483.48,-1.049,1
107116,2,-9,-0.08,-0.25,1,0,-3,59.96,583.74,-9,1
107117,2,-9,0.63,0.65,-7,0,-3,47.85,470.38,-9,1
107119,1,-9,0.51,0.42,1,0,-3,50.72,494.93,-9,1
107120,1,-2.009,-1.29,-1.18,1,0,-3,31.63,341.74,-2.424,9
107121,1,-9,0.6,0.51,1,0,-3,53.67,521.12,-9,1
107122,1,-9,-0.95,-0.84,-7,98,98,48.64,477.11,-9,1
107123,1,-9,0.27,0.02,1,0,-3,72.91,678.26,-9,1
107124,1,-9,0.37,0.52,-7,0,-3,56.66,550.05,-9,1
107125,1,0.331,0.38,-0.05,1,0,-3,61.51,599.48,-1.346,1
107126,1,0.331,-0.94,-0.85,1,0,-3,24.26,316.9,0.326,1
107127,1,-9,-0.6,-0.52,1,0,-3,56.11,544.49,-9,1
107128,2,0.331,0.31,0.33,1,0,-3,56.63,549.74,-1.905,1
107129,1,0.07,0.37,0.36,1,0,-3,64.35,621.03,0.295,1
107130,1,0.331,-0.23,-0.11,2,0,-3,25.61,320.25,0.326,1
107131,1,-2.197,-0.51,-0.67,1,1,2,27.97,327.3,-0.416,1
107132,1,-1.194,-0.77,-0.69,2,0,-3,42.93,425.96,-9,1
107201,2,-9,-0.54,-0.45,1,0,-3,61.52,599.5,-9,1
107202,1,1.596,-0.88,-0.79,1,0,-3,49.78,486.87,1.702,1
107203,2,-1.748,-0.76,-0.89,1,0,-3,41.12,408.56,0.123,9
107204,1,-0.933,-0.8,-0.69,1,0,-3,34.08,354.04,-0.188,9
107206,1,-9,0.31,0.35,1,0,-3,61.29,597.25,-9,1
107207,2,-0.933,0.01,-0.15,1,0,-3,49.74,486.51,-1.049,1
107208,1,1.596,-0.18,-0.35,1,0,-3,33.62,351.56,1.702,1
107209,2,1.596,0.92,0.83,1,0,-3,34.76,357.85,-9,1
107210,1,0.893,0,-0.41,1,0,-3,58.4,567.72,1.138,1
107211,2,0.331,-0.48,-0.64,1,0,-3,40,397.74,0.326,1
107212,1,-2.009,-0.8,-0.74,1,98,98,45.07,445.8,-2.424,1
107213,1,0.331,-0.58,-0.49,1,0,-3,58.15,565.11,0.326,1
107215,1,-9,-0.58,-0.47,1,1,8,47.41,466.58,-9,1
107216,1,-0.933,-0.36,-0.32,1,98,98,37.9,378,-1.049,1
107217,1,-9,-0.84,-0.73,1,0,-3,58.57,569.43,-9,1
107218,2,-0.475,-0.03,-0.12,1,0,-3,35.17,360.3,-0.574,6
107219,1,-1.494,0.39,0.38,1,0,-3,37.93,378.22,-2.424,1
107220,1,-2.197,0.05,0.19,2,0,-3,59.65,580.57,-0.827,1
107221,1,-0.68,-0.21,-0.09,2,1,6,44.99,445.13,-0.44,1
107222,1,-0.307,-0.25,-0.38,1,0,-3,53.79,522.23,0.579,1
107223,1,-0.641,0.58,0.33,1,0,-3,56.48,548.17,-0.535,1
107224,2,0.893,0.44,0.64,1,1,10,46.08,454.91,-1.688,6
107225,1,-0.933,-0.21,-0.35,1,0,-3,40.44,401.95,-1.91,9
107226,1,-0.933,0.13,-0.3,1,98,98,53,515.04,-1.049,1
107229,1,0.078,0.06,-0.04,2,1,1,34.31,355.3,-0.504,1
107231,1,-9,0.62,0.52,1,98,98,43.06,427.18,-0.827,1
107232,2,-2.009,-0.21,-0.24,1,1,5,56.59,549.3,-1.835,1
108101,2,-0.664,0.99,0.88,1,1,1,48.49,475.84,1.188,1
108103,1,1.115,1.39,1.57,1,0,-3,59.37,577.7,1.157,1
108105,2,0.585,1.28,1.44,1,0,-3,77.58,703.59,1.702,1
108106,2,-1.636,1.36,1.28,1,0,-3,55.48,538.36,-1.08,1
108107,1,-9,1.48,1.6,-7,0,-3,53.17,516.51,-9,1
