STU_ID,BYSEX,BYENGLSE,BYSES1,BYSES2,BYS24F,BYGRDRPT,BYLGRRPT,BYTXMSTD,BYPISAME,BYACTCTL,F2HSSTAT
10001.0,1.0,1.2342775623268705,1.3445656069921967,1.4852094993888256,-4.0,0.0,0.0,73.38696390196132,497.23294,0.72,0.0
10002.0,2.0,0.0661026315789468,0.645915795858722,0.7581159300412654,-4.0,0.0,0.0,71.49519454494347,497.23294,0.74,0.0
10003.0,2.0,0.5252771468144037,1.2397121508726459,1.3760872002720412,-4.0,1.0,0.0,71.49519454494347,497.23294,0.435,0.0
10004.0,2.0,0.310218559556787,0.9781022360693696,1.103826500133263,-4.0,0.0,0.0,19.38,497.23294,-3.5,0.0
10005.0,1.0,0.11006855955678674,0.8335178802834373,0.9533557583611345,-4.0,1.0,0.0,13.27751820316821,497.23294,-3.0,0.0
10006.0,2.0,-2.9874405817174514,1.1637900135101598,1.297074085307011,-4.0,0.0,0.0,25.482481796831788,497.23294,-4.0,0.0
10007.0,2.0,-1.155387811634349,0.6242082770409989,0.7355246445541184,-4.0,0.0,0.0,55.262592965370914,497.23294,0.575,0.0
10008.0,1.0,0.792518559556787,1.3265061071438415,1.4664147527273057,-4.0,0.0,0.0,25.482481796831788,497.23294,-3.0,0.0
10009.0,1.0,-0.11983144044321303,0.6674427196779615,0.7805192680617972,-4.0,0.0,0.0,61.182000308297745,497.23294,-3.0,0.0
10010.0,2.0,-0.5108849030470912,0.7958096446000713,0.914112327331881,-4.0,1.0,0.0,73.50901353789796,497.23294,-3.0,0.0
10011.0,1.0,-2.9164905817174516,1.215042874079792,1.3504135763324046,-4.0,0.0,0.0,13.27751820316821,497.23294,-3.0,0.0
10012.0,2.0,2.0598,1.6823504921558357,1.8367464409458951,-4.0,1.0,0.0,65.45373756608001,497.23294,0.715,0.0
10013.0,1.0,1.7354775623268703,1.7066224599520248,1.8620065804589778,-4.0,1.0,0.0,73.50901353789796,497.23294,0.895,0.0
10014.0,2.0,-3.9612405817174516,0.4603363754170222,0.5649811133474865,-4.0,0.0,0.0,19.38,497.23294,-2.5,0.0
10015.0,2.0,0.5977081717451536,1.1397347597121503,1.2720394827538661,-4.0,0.0,0.0,25.482481796831788,497.23294,-3.0,0.0
10016.0,2.0,0.06961855955678686,0.8042976095287986,0.9229458582627954,-4.0,1.0,10.0,13.27751820316821,497.23294,0.74,0.0
10018.0,1.0,0.9406965373961227,1.2847886624941407,1.4229988879391948,-4.0,1.0,0.0,65.20963829420673,497.23294,-3.0,0.0
10019.0,1.0,0.6036750692520778,0.7756913617690033,0.8931749795509476,-4.0,0.0,0.0,69.48137555198899,497.23294,-0.235,0.0
10020.0,1.0,-0.24907285318559613,0.6803372025696874,0.7939387171781225,-4.0,0.0,0.0,65.51476238404831,497.23294,0.74,0.0
10021.0,1.0,0.09997714681440373,0.9324839394524251,1.0563509700662643,-4.0,0.0,0.0,73.50901353789796,497.23294,-4.0,0.0
10022.0,1.0,0.33225650969529097,1.2986222393779814,1.4373956638819196,-4.0,0.0,0.0,67.34550692309786,497.23294,0.735,0.0
10024.0,1.0,-0.041672853185596104,0.8301588133116433,0.9498599354820922,-4.0,0.0,0.0,69.35932591605234,497.23294,0.715,0.0
10025.0,1.0,-0.6235818559556785,0.7108577573134078,0.8257018390360913,-4.0,0.0,0.0,25.482481796831788,497.23294,-2.0,0.0
10026.0,2.0,0.03347119113573438,1.1819578703576052,1.3159816004485,-4.0,1.0,0.0,75.4007828949158,497.23294,1.05,0.0
10027.0,2.0,-3.4750405817174514,0.8115575284678371,0.9305013464207263,-4.0,0.0,0.0,63.43991857312551,497.23294,0.255,0.0
10028.0,1.0,-8.009695290858726,-2.11,-2.11,-4.0,0.0,0.0,69.11522664417907,497.23294,-3.0,0.0
10029.0,1.0,-1.0022184210526306,0.4798406352532463,0.5852794397419281,-4.0,0.0,0.0,19.38,497.23294,-3.5,0.0
10030.0,2.0,0.6786771468144037,1.350525241942154,1.4914117657871273,-4.0,1.0,0.0,67.34550692309786,497.23294,1.05,0.0
10031.0,2.0,-8.009695290858726,-2.11,-2.11,-4.0,0.0,0.0,57.337436776293714,497.23294,-1.0,0.0
10033.0,2.0,-3.8197905817174513,0.5625170255590173,0.6713217899583666,-4.0,0.0,0.0,19.38,497.23294,-1.5,0.0
10034.0,2.0,-1.1128322714681438,0.7647473048609004,0.8817853630740666,-4.0,0.0,0.0,25.482481796831788,497.23294,-2.0,0.0
10035.0,1.0,-8.009695290858726,-2.11,-2.11,-4.0,0.0,0.0,67.22345728716122,497.23294,-1.0,0.0
10036.0,2.0,-3.4447405817174515,0.8334456422840439,0.9532805793744887,-4.0,0.0,0.0,71.49519454494347,497.23294,0.9,0.0
10037.0,2.0,-3.2574905817174518,0.9687112961482249,1.0940532318692724,-4.0,1.0,0.0,25.482481796831788,497.23294,0.895,0.0
